"Domain","OriginalOrder","Title","SourceFile","SlugOverride","ExpectedPath"
"Mirror_Classic _of_Bian_Que","39","39 寸關尺其實不只三格：什麼是二十七候？ (The Twenty-Seven Observation Positions)","Mirror_Classic _of_Bian_Que/39-寸關尺其實不只三格-什麼是二十七候.md","","/Mirror_Classic _of_Bian_Que/39-寸關尺其實不只三格-什麼是二十七候"
"Mirror_Classic _of_Bian_Que","40","40 周差進斷、毅悅昆斂致……二十七個名字到底在標什麼？ (Naming the Twenty-Seven Hou)","Mirror_Classic _of_Bian_Que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼.md","","/Mirror_Classic _of_Bian_Que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼"
"Mirror_Classic _of_Bian_Que","41","41 怎樣讀懂一句「謙歸周，質安黃鐘」？ (Decoding a Complete Mirror Classic State Code)","Mirror_Classic _of_Bian_Que/41-怎樣讀懂一句謙歸周質安黃鐘.md","","/Mirror_Classic _of_Bian_Que/41-怎樣讀懂一句謙歸周質安黃鐘"
"Mirror_Classic _of_Bian_Que","42","42 一舍三候、一候八舍：候和舍不是同一件事 (Hou and She Are Different Layers)","Mirror_Classic _of_Bian_Que/42-一舍三候一候八舍-候和舍不是同一件事.md","","/Mirror_Classic _of_Bian_Que/42-一舍三候一候八舍-候和舍不是同一件事"
"Mirror_Classic _of_Bian_Que","43","43 五十營怎樣穿過二十七候？從單點脈診變成時間序列 (From Pulse Point to Time Series)","Mirror_Classic _of_Bian_Que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列.md","","/Mirror_Classic _of_Bian_Que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列"
"Mirror_Classic _of_Bian_Que","44","44 什麼是「奇恒」？異常必須從正常模型中定義 (Normality Before Abnormality)","Mirror_Classic _of_Bian_Que/44-什麼是奇恒-異常必須從正常模型中定義.md","","/Mirror_Classic _of_Bian_Que/44-什麼是奇恒-異常必須從正常模型中定義"
"Mirror_Classic _of_Bian_Que","45","45 氣口為什麼要量三寸？寸、關、尺是三種來源的氣 (Three Sources at the Qi Mouth)","Mirror_Classic _of_Bian_Que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣.md","","/Mirror_Classic _of_Bian_Que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣"
"Mirror_Classic _of_Bian_Que","46","46 寸口和脈口不是一回事：三寸、九野與二十七候 (Qi Mouth, Cun Mouth, and Pulse Mouth)","Mirror_Classic _of_Bian_Que/46-寸口和脈口不是一回事-三寸九野與二十七候.md","","/Mirror_Classic _of_Bian_Que/46-寸口和脈口不是一回事-三寸九野與二十七候"
"Mirror_Classic _of_Bian_Que","47","47 脈不是一條線：波湧、隴起與三分六分九分 (Pulse Wave Geometry)","Mirror_Classic _of_Bian_Que/47-脈不是一條線-波湧隴起與三六九分.md","","/Mirror_Classic _of_Bian_Que/47-脈不是一條線-波湧隴起與三六九分"
"Mirror_Classic _of_Bian_Que","48","48 黃鐘六十分與蕤賓五十三分：怎樣從正常脈律發現偏移？ (Comparing Pulse-Law Baselines)","Mirror_Classic _of_Bian_Que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移.md","","/Mirror_Classic _of_Bian_Que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移"
"Mirror_Classic _of_Bian_Que","49","49 什麼叫「揆度」？《鏡經》真正的診斷算法從這裡開始 (The Kuì-Dù Diagnostic Framework)","Mirror_Classic _of_Bian_Que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始.md","","/Mirror_Classic _of_Bian_Que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始"
"Mirror_Classic _of_Bian_Que","50","50 當位與應位：疾病不是只問「在哪裡」，而是氣在哪裡失去關係 (Position and Response)","Mirror_Classic _of_Bian_Que/50-當位與應位-疾病是氣在哪裡失去關係.md","","/Mirror_Classic _of_Bian_Que/50-當位與應位-疾病是氣在哪裡失去關係"
"Mirror_Classic _of_Bian_Que","51","51 五臟「穿鑿」：為什麼心可以與膽、胃、三焦、膀胱、大腸相通？ (Cross-Organ Connectivity)","Mirror_Classic _of_Bian_Que/51-五臟穿鑿-為什麼心可與多個腑相通.md","","/Mirror_Classic _of_Bian_Que/51-五臟穿鑿-為什麼心可與多個腑相通"
"Mirror_Classic _of_Bian_Que","52","52 六經的深淺真的有數字：六分、五分、四分…… (Quantified Depths of the Six Channels)","Mirror_Classic _of_Bian_Que/52-六經的深淺真的有數字-六分五分四分.md","","/Mirror_Classic _of_Bian_Que/52-六經的深淺真的有數字-六分五分四分"
"Mirror_Classic _of_Bian_Que","53","53 十二律的長度如何計算？音分度 × 舍分度 (Calculating Pulse-Law Scale)","Mirror_Classic _of_Bian_Que/53-十二律的長度如何計算-音分度乘舍分度.md","","/Mirror_Classic _of_Bian_Que/53-十二律的長度如何計算-音分度乘舍分度"
"Mirror_Classic _of_Bian_Que","54","54 三十七條經隧有多長？《鏡經》的人體幾何總圖 (A Geometric Map of Thirty-Seven Channels)","Mirror_Classic _of_Bian_Que/54-三十七條經隧有多長-鏡經的人體幾何總圖.md","","/Mirror_Classic _of_Bian_Que/54-三十七條經隧有多長-鏡經的人體幾何總圖"
"Mirror_Classic _of_Bian_Que","55","55 少陰之人：為什麼四動也可以是正常？ (Shaoyin-Type Baseline)","Mirror_Classic _of_Bian_Que/55-少陰之人-為什麼四動也可以是正常.md","","/Mirror_Classic _of_Bian_Que/55-少陰之人-為什麼四動也可以是正常"
"Mirror_Classic _of_Bian_Que","56","56 太陰之人：三出一入與九分之脈 (Taiyin-Type Baseline)","Mirror_Classic _of_Bian_Que/56-太陰之人-三出一入與九分之脈.md","","/Mirror_Classic _of_Bian_Que/56-太陰之人-三出一入與九分之脈"
"Mirror_Classic _of_Bian_Que","57","57 厥陰之人：四出一入與三分之脈 (Jueyin-Type Baseline)","Mirror_Classic _of_Bian_Que/57-厥陰之人-四出一入與三分之脈.md","","/Mirror_Classic _of_Bian_Que/57-厥陰之人-四出一入與三分之脈"
"Mirror_Classic _of_Bian_Que","58","58 少陽之人：再入一出與徐息 (Shaoyang-Type Baseline)","Mirror_Classic _of_Bian_Que/58-少陽之人-再入一出與徐息.md","","/Mirror_Classic _of_Bian_Que/58-少陽之人-再入一出與徐息"
"Mirror_Classic _of_Bian_Que","59","59 陽明之人：三入一出與三分湧躍 (Yangming-Type Baseline)","Mirror_Classic _of_Bian_Que/59-陽明之人-三入一出與三分湧躍.md","","/Mirror_Classic _of_Bian_Que/59-陽明之人-三入一出與三分湧躍"
"Mirror_Classic _of_Bian_Que","60","60 太陽之人：四入一出——《扁鵲鏡經》最後留下的個體化醫學 (Taiyang and Individualized Baselines)","Mirror_Classic _of_Bian_Que/60-太陽之人-四入一出與鏡經的個體化醫學.md","","/Mirror_Classic _of_Bian_Que/60-太陽之人-四入一出與鏡經的個體化醫學"
"qihua_physiology_concept","1","01 醫者明理與天人氣化總綱","qihua_physiology_concept/01-醫者明理與天人氣化總綱.md","","/qihua_physiology_concept/01-醫者明理與天人氣化總綱"
"qihua_physiology_concept","2","02 一氣陰陽清濁與中氣樞軸","qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸.md","","/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸"
"qihua_physiology_concept","3","03 四象五行與春夏秋冬節律","qihua_physiology_concept/03-四象五行與春夏秋冬節律.md","","/qihua_physiology_concept/03-四象五行與春夏秋冬節律"
"qihua_physiology_concept","4","04 脾胃中土與人體五行生成","qihua_physiology_concept/04-脾胃中土與人體五行生成.md","","/qihua_physiology_concept/04-脾胃中土與人體五行生成"
"qihua_physiology_concept","5","05 探源圖解與天地人氣化總圖","qihua_physiology_concept/05-探源圖解與天地人氣化總圖.md","","/qihua_physiology_concept/05-探源圖解與天地人氣化總圖"
"qihua_physiology_concept","6","06 陰陽變化與治病求本","qihua_physiology_concept/06-陰陽變化與治病求本.md","","/qihua_physiology_concept/06-陰陽變化與治病求本"
"qihua_physiology_concept","7","07 水火徵兆與上下左右道路","qihua_physiology_concept/07-水火徵兆與上下左右道路.md","","/qihua_physiology_concept/07-水火徵兆與上下左右道路"
"qihua_physiology_concept","8","08 生長收藏與五臟情志節律","qihua_physiology_concept/08-生長收藏與五臟情志節律.md","","/qihua_physiology_concept/08-生長收藏與五臟情志節律"
"qihua_physiology_concept","9","09 六氣主時與年度氣候分段","qihua_physiology_concept/09-六氣主時與年度氣候分段.md","","/qihua_physiology_concept/09-六氣主時與年度氣候分段"
"qihua_physiology_concept","10","10 司天在泉與上下半年氣候","qihua_physiology_concept/10-司天在泉與上下半年氣候.md","","/qihua_physiology_concept/10-司天在泉與上下半年氣候"
"qihua_physiology_concept","11","11 天符歲會太乙天符與運氣疊加","qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加.md","","/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加"
"qihua_physiology_concept","12","12 人生之始與祖氣成形","qihua_physiology_concept/12-人生之始與祖氣成形.md","","/qihua_physiology_concept/12-人生之始與祖氣成形"
"qihua_physiology_concept","13","13 五臟六腑功能網路總論","qihua_physiology_concept/13-五臟六腑功能網路總論.md","","/qihua_physiology_concept/13-五臟六腑功能網路總論"
"qihua_physiology_concept","14","14 心與小腸君火神明與化物生血","qihua_physiology_concept/14-心與小腸君火神明與化物生血.md","","/qihua_physiology_concept/14-心與小腸君火神明與化物生血"
"qihua_physiology_concept","15","15 肝膽風木謀慮與中正決斷","qihua_physiology_concept/15-肝膽風木謀慮與中正決斷.md","","/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷"
"qihua_physiology_concept","16","16 脾胃中央運化與太倉輸布","qihua_physiology_concept/16-脾胃中央運化與太倉輸布.md","","/qihua_physiology_concept/16-脾胃中央運化與太倉輸布"
"qihua_physiology_concept","17","17 肺大腸制節宣降與傳導","qihua_physiology_concept/17-肺大腸制節宣降與傳導.md","","/qihua_physiology_concept/17-肺大腸制節宣降與傳導"
"qihua_physiology_concept","18","18 腎膀胱水藏津液與氣化出入","qihua_physiology_concept/18-腎膀胱水藏津液與氣化出入.md","","/qihua_physiology_concept/18-腎膀胱水藏津液與氣化出入"
"qihua_physiology_concept","19","19 心包三焦相火臣使與水道膜網","qihua_physiology_concept/19-心包三焦相火臣使與水道膜網.md","","/qihua_physiology_concept/19-心包三焦相火臣使與水道膜網"
"qihua_physiology_concept","20","20 臟腑部位形象與內外連網","qihua_physiology_concept/20-臟腑部位形象與內外連網.md","","/qihua_physiology_concept/20-臟腑部位形象與內外連網"
"qihua_physiology_concept","21","21 十二經相交與如環無端","qihua_physiology_concept/21-十二經相交與如環無端.md","","/qihua_physiology_concept/21-十二經相交與如環無端"
"qihua_physiology_concept","22","22 衝任督帶與先後天交會","qihua_physiology_concept/22-衝任督帶與先後天交會.md","","/qihua_physiology_concept/22-衝任督帶與先後天交會"
"qihua_physiology_concept","23","23 六經解與十二經由六氣統攝","qihua_physiology_concept/23-六經解與十二經由六氣統攝.md","","/qihua_physiology_concept/23-六經解與十二經由六氣統攝"
"qihua_physiology_concept","24","24 六氣解與主令化氣盛衰","qihua_physiology_concept/24-六氣解與主令化氣盛衰.md","","/qihua_physiology_concept/24-六氣解與主令化氣盛衰"
"qihua_physiology_concept","25","25 營氣運行與脈中日夜五十周","qihua_physiology_concept/25-營氣運行與脈中日夜五十周.md","","/qihua_physiology_concept/25-營氣運行與脈中日夜五十周"
"qihua_physiology_concept","26","26 衛氣出入與寤寐防衛節律","qihua_physiology_concept/26-衛氣出入與寤寐防衛節律.md","","/qihua_physiology_concept/26-衛氣出入與寤寐防衛節律"
"qihua_physiology_concept","27","27 男女天癸與生命長周期","qihua_physiology_concept/27-男女天癸與生命長周期.md","","/qihua_physiology_concept/27-男女天癸與生命長周期"
"qihua_physiology_concept","28","28 血氣精神與養生協調總論","qihua_physiology_concept/28-血氣精神與養生協調總論.md","","/qihua_physiology_concept/28-血氣精神與養生協調總論"
"qihua_physiology_concept","29","29 六經開闔樞與審證大關鍵","qihua_physiology_concept/29-六經開闔樞與審證大關鍵.md","","/qihua_physiology_concept/29-六經開闔樞與審證大關鍵"
"qihua_physiology_concept","30","30 本標中氣與外感病機整合","qihua_physiology_concept/30-本標中氣與外感病機整合.md","","/qihua_physiology_concept/30-本標中氣與外感病機整合"
