translationKey,domain,originalOrder,guideOrder,traditionalTitle,localizedTitle,traditionalPath,localizedPath,traditionalFile,localizedFile
bianque-mirror-049,bianque-mirror,49,490,什麼叫「揆度」？《鏡經》真正的診斷算法從這裡開始,「揆度」とは何か――『鏡経』の診断アルゴリズムはここから始まる,/mirror_classic-_of_bian_que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始/,/ja/mirror_classic-_of_bian_que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始/,Mirror_Classic _of_Bian_Que/什麼叫揆度-鏡經真正的診斷算法從這裡開始.md,Mirror_Classic _of_Bian_Que/什麼叫揆度-鏡經真正的診斷算法從這裡開始_日文.md
bianque-mirror-050,bianque-mirror,50,500,當位與應位：疾病不是只問「在哪裡」，而是氣在哪裡失去關係,当位と応位――病は「どこにあるか」だけでなく、どこで関係を失ったか,/mirror_classic-_of_bian_que/50-當位與應位-疾病是氣在哪裡失去關係/,/ja/mirror_classic-_of_bian_que/50-當位與應位-疾病是氣在哪裡失去關係/,Mirror_Classic _of_Bian_Que/當位與應位-疾病是氣在哪裡失去關係.md,Mirror_Classic _of_Bian_Que/當位與應位-疾病是氣在哪裡失去關係_日文.md
bianque-mirror-051,bianque-mirror,51,510,五臟「穿鑿」：為什麼心可以與膽、胃、三焦、膀胱、大腸相通？,五臓の「穿鑿」――なぜ心は胆・胃・三焦・膀胱・大腸とも通じるのか,/mirror_classic-_of_bian_que/51-五臟穿鑿-為什麼心可與多個腑相通/,/ja/mirror_classic-_of_bian_que/51-五臟穿鑿-為什麼心可與多個腑相通/,Mirror_Classic _of_Bian_Que/五臟穿鑿-為什麼心可與多個腑相通.md,Mirror_Classic _of_Bian_Que/五臟穿鑿-為什麼心可與多個腑相通_日文.md
bianque-mirror-052,bianque-mirror,52,520,六經的深淺真的有數字：六分、五分、四分……,六経の深浅には本当に数値がある――六分・五分・四分……,/mirror_classic-_of_bian_que/52-六經的深淺真的有數字-六分五分四分/,/ja/mirror_classic-_of_bian_que/52-六經的深淺真的有數字-六分五分四分/,Mirror_Classic _of_Bian_Que/六經的深淺真的有數字-六分五分四分.md,Mirror_Classic _of_Bian_Que/六經的深淺真的有數字-六分五分四分_日文.md
bianque-mirror-053,bianque-mirror,53,530,十二律的長度如何計算？音分度 × 舍分度,十二律の長さはどう計算するのか――音分度 × 舍分度,/mirror_classic-_of_bian_que/53-十二律的長度如何計算-音分度乘舍分度/,/ja/mirror_classic-_of_bian_que/53-十二律的長度如何計算-音分度乘舍分度/,Mirror_Classic _of_Bian_Que/十二律的長度如何計算-音分度乘舍分度.md,Mirror_Classic _of_Bian_Que/十二律的長度如何計算-音分度乘舍分度_日文.md
bianque-mirror-054,bianque-mirror,54,540,三十七條經隧有多長？《鏡經》的人體幾何總圖,三十七条の経隧はどれほど長いのか――『鏡経』の人体幾何総図,/mirror_classic-_of_bian_que/54-三十七條經隧有多長-鏡經的人體幾何總圖/,/ja/mirror_classic-_of_bian_que/54-三十七條經隧有多長-鏡經的人體幾何總圖/,Mirror_Classic _of_Bian_Que/三十七條經隧有多長-鏡經的人體幾何總圖.md,Mirror_Classic _of_Bian_Que/三十七條經隧有多長-鏡經的人體幾何總圖_日文.md
bianque-mirror-055,bianque-mirror,55,550,少陰之人：為什麼四動也可以是正常？,少陰の人――なぜ一息四動でも正常なのか,/mirror_classic-_of_bian_que/55-少陰之人-為什麼四動也可以是正常/,/ja/mirror_classic-_of_bian_que/55-少陰之人-為什麼四動也可以是正常/,Mirror_Classic _of_Bian_Que/少陰之人-為什麼四動也可以是正常.md,Mirror_Classic _of_Bian_Que/少陰之人-為什麼四動也可以是正常_日文.md
bianque-mirror-056,bianque-mirror,56,560,太陰之人：三出一入與九分之脈,太陰の人――三出一入と九分の脈,/mirror_classic-_of_bian_que/56-太陰之人-三出一入與九分之脈/,/ja/mirror_classic-_of_bian_que/56-太陰之人-三出一入與九分之脈/,Mirror_Classic _of_Bian_Que/太陰之人-三出一入與九分之脈.md,Mirror_Classic _of_Bian_Que/太陰之人-三出一入與九分之脈_日文.md
bianque-mirror-057,bianque-mirror,57,570,厥陰之人：四出一入與三分之脈,厥陰の人――四出一入と三分の脈,/mirror_classic-_of_bian_que/57-厥陰之人-四出一入與三分之脈/,/ja/mirror_classic-_of_bian_que/57-厥陰之人-四出一入與三分之脈/,Mirror_Classic _of_Bian_Que/厥陰之人-四出一入與三分之脈.md,Mirror_Classic _of_Bian_Que/厥陰之人-四出一入與三分之脈_日文.md
bianque-mirror-058,bianque-mirror,58,580,少陽之人：再入一出與徐息,少陽の人――再入一出と徐息,/mirror_classic-_of_bian_que/58-少陽之人-再入一出與徐息/,/ja/mirror_classic-_of_bian_que/58-少陽之人-再入一出與徐息/,Mirror_Classic _of_Bian_Que/少陽之人-再入一出與徐息.md,Mirror_Classic _of_Bian_Que/少陽之人-再入一出與徐息_日文.md
bianque-mirror-059,bianque-mirror,59,590,陽明之人：三入一出與三分湧躍,陽明の人――三入一出と三分の湧躍,/mirror_classic-_of_bian_que/59-陽明之人-三入一出與三分湧躍/,/ja/mirror_classic-_of_bian_que/59-陽明之人-三入一出與三分湧躍/,Mirror_Classic _of_Bian_Que/陽明之人-三入一出與三分湧躍.md,Mirror_Classic _of_Bian_Que/陽明之人-三入一出與三分湧躍_日文.md
bianque-mirror-060,bianque-mirror,60,600,太陽之人：四入一出——《扁鵲鏡經》最後留下的個體化醫學,太陽の人――四入一出と『扁鵲鏡経』の個体化医学,/mirror_classic-_of_bian_que/60-太陽之人-四入一出與鏡經的個體化醫學/,/ja/mirror_classic-_of_bian_que/60-太陽之人-四入一出與鏡經的個體化醫學/,Mirror_Classic _of_Bian_Que/太陽之人-四入一出與鏡經的個體化醫學.md,Mirror_Classic _of_Bian_Que/太陽之人-四入一出與鏡經的個體化醫學_日文.md
jingfang-001,jingfang,1,10,經方之經的古天文幾何軌道本質,経方の「経」にみる古代天文幾何学的な軌道の本質,/jingfang_concept/01-經方之經的古天文幾何軌道本質/,/ja/jingfang_concept/01-經方之經的古天文幾何軌道本質/,jingfang_concept/經方之經的古天文幾何軌道本質.md,jingfang_concept/經方之經的古天文幾何軌道本質_日文.md
jingfang-002,jingfang,2,20,十六字食療之秘與物成味定原則,十六字の食養の秘訣と「物成れば味定まる」の原則,/jingfang_concept/02-十六字食療之秘與物成味定原則/,/ja/jingfang_concept/02-十六字食療之秘與物成味定原則/,jingfang_concept/十六字食療之秘與物成味定原則.md,jingfang_concept/十六字食療之秘與物成味定原則_日文.md
jingfang-003,jingfang,3,30,五味中土空間模型與五入親和性,五味の「中土」空間モデルと五入の親和性,/jingfang_concept/03-五味中土空間模型與五入親和性/,/ja/jingfang_concept/03-五味中土空間模型與五入親和性/,jingfang_concept/五味中土空間模型與五入親和性.md,jingfang_concept/五味中土空間模型與五入親和性_日文.md
jingfang-004,jingfang,4,40,天干配五行之時間雙向調控模型,天干と五行による時間の双方向制御モデル,/jingfang_concept/04-天干配五行之時間雙向調控模型/,/ja/jingfang_concept/04-天干配五行之時間雙向調控模型/,jingfang_concept/天干配五行之時間雙向調控模型.md,jingfang_concept/天干配五行之時間雙向調控模型_日文.md
jingfang-005,jingfang,5,50,空間模型之克位與扶位矩陣向量,空間モデルの「克位」と「扶位」――行列ベクトル化,/jingfang_concept/05-空間模型之克位與扶位矩陣向量/,/ja/jingfang_concept/05-空間模型之克位與扶位矩陣向量/,jingfang_concept/空間模型之克位與扶位矩陣向量.md,jingfang_concept/空間模型之克位與扶位矩陣向量_日文.md
jingfang-006,jingfang,6,60,藏氣法時論天干五行望相衰求死週期,『臓気法時論』の天干五行と旺・相・衰・囚・死の周期,/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期/,/ja/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期/,jingfang_concept/藏氣法時論天干五行望相衰求死週期.md,jingfang_concept/藏氣法時論天干五行望相衰求死週期_日文.md
jingfang-007,jingfang,7,70,五臟五欲與時間模型補瀉聖化規則,五臓の五欲と時間モデルの補瀉規則,/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則/,/ja/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則/,jingfang_concept/五臟五欲與時間模型補瀉聖化規則.md,jingfang_concept/五臟五欲與時間模型補瀉聖化規則_日文.md
jingfang-008,jingfang,8,80,緩急收散之五苦時間干預模型,緩・急・収・散と「五苦」の時間介入モデル,/jingfang_concept/08-緩急收散之五苦時間干預模型/,/ja/jingfang_concept/08-緩急收散之五苦時間干預模型/,jingfang_concept/緩急收散之五苦時間干預模型.md,jingfang_concept/緩急收散之五苦時間干預模型_日文.md
jingfang-009,jingfang,9,90,司天與在泉的摩天輪六氣輪轉機制,司天・在泉の「観覧車」六気輪転モデル,/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制/,/ja/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制/,jingfang_concept/司天與在泉的摩天輪六氣輪轉機制.md,jingfang_concept/司天與在泉的摩天輪六氣輪轉機制_日文.md
jingfang-011,jingfang,11,100,歲運司天輪值之土地物候味道偏向性,歳運・司天の輪番と土地物候・味の偏り,/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性/,/ja/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性/,jingfang_concept/歲運司天輪值之土地物候味道偏向性.md,jingfang_concept/歲運司天輪值之土地物候味道偏向性_日文.md
jingfang-012,jingfang,12,110,六氣 X 七大運動家族,六気 × 七つの運動ファミリー,/jingfang_concept/12-六氣x七大運動家族/,/ja/jingfang_concept/12-六氣x七大運動家族/,jingfang_concept/六氣X七大運動家族.md,jingfang_concept/六氣X七大運動家族_日文.md
jingfang-020,jingfang,20,120,五行位之主與三陰三陽主氣時間先後治法,五行の位の主と三陰三陽主気――「先に瀉し、後に補う」時間治法,/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法/,/ja/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法/,jingfang_concept/五行位之主與三陰三陽主氣時間先後治法.md,jingfang_concept/五行位之主與三陰三陽主氣時間先後治法_日文.md
jingfang-013,jingfang,13,130,司天六氣所勝的治味結構,司天六気が勝つときの治味構造,/jingfang_concept/13-司天六氣所勝的治味結構/,/ja/jingfang_concept/13-司天六氣所勝的治味結構/,jingfang_concept/司天六氣所勝的治味結構.md,jingfang_concept/司天六氣所勝的治味結構_日文.md
jingfang-014,jingfang,14,140,在泉六氣淫於內的治法結構,在泉六気が内に淫するときの治法構造,/jingfang_concept/14-在泉六氣淫於內的治法結構/,/ja/jingfang_concept/14-在泉六氣淫於內的治法結構/,jingfang_concept/在泉六氣淫於內的治法結構.md,jingfang_concept/在泉六氣淫於內的治法結構_日文.md
jingfang-015,jingfang,15,150,邪氣反勝於地的治法結構,邪気が地位で反勝するときの治法構造,/jingfang_concept/15-邪氣反勝於地的治法結構/,/ja/jingfang_concept/15-邪氣反勝於地的治法結構/,jingfang_concept/邪氣反勝於地的治法結構.md,jingfang_concept/邪氣反勝於地的治法結構_日文.md
jingfang-016,jingfang,16,160,司天邪勝的治法結構,司天で邪気が勝つときの治法構造,/jingfang_concept/16-司天邪勝的治法結構/,/ja/jingfang_concept/16-司天邪勝的治法結構/,jingfang_concept/司天邪勝的治法結構.md,jingfang_concept/司天邪勝的治法結構_日文.md
jingfang-017,jingfang,17,170,六氣之勝的治法結構,六気の「勝」における治法構造,/jingfang_concept/17-六氣之勝的治法結構/,/ja/jingfang_concept/17-六氣之勝的治法結構/,jingfang_concept/六氣之勝的治法結構.md,jingfang_concept/六氣之勝的治法結構_日文.md
jingfang-018,jingfang,18,180,六氣之復的治法結構,六気の「復」における治法構造,/jingfang_concept/18-六氣之復的治法結構/,/ja/jingfang_concept/18-六氣之復的治法結構/,jingfang_concept/六氣之復的治法結構.md,jingfang_concept/六氣之復的治法結構_日文.md
jingfang-019,jingfang,19,190,六氣之客的治法結構,六気の「客」における治法構造,/jingfang_concept/19-六氣之客的治法結構/,/ja/jingfang_concept/19-六氣之客的治法結構/,jingfang_concept/六氣之客的治法結構.md,jingfang_concept/六氣之客的治法結構_日文.md
jingfang-021,jingfang,21,200,客氣值日補瀉與辛酸化甘口訣源頭,客気当番の補瀉と「辛酸化甘」口訣の源流,/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭/,/ja/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭/,jingfang_concept/客氣值日補瀉與辛酸化甘口訣源頭.md,jingfang_concept/客氣值日補瀉與辛酸化甘口訣源頭_日文.md
jingfang-022,jingfang,22,210,《六元正紀大論》六十甲子食療生數成數模型導論與核心定義,『六元正紀大論』六十甲子食養――生数・成数モデルの導入と核心定義,/jingfang_concept/22-六元正紀大論六十甲子食療生數成數模型導論與核心定義/,/ja/jingfang_concept/22-六元正紀大論六十甲子食療生數成數模型導論與核心定義/,jingfang_concept/《六元正紀大論》六十甲子食療生數成數模型導論與核心定義.md,jingfang_concept/《六元正紀大論》六十甲子食療生數成數模型導論與核心定義_日文.md
jingfang-023,jingfang,23,220,天之氣與地之氣的時空模型選用總綱,天の気と地の気――時空モデル選択の総綱,/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱/,/ja/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱/,jingfang_concept/2天之氣與地之氣的時空模型選用總綱.md,jingfang_concept/2天之氣與地之氣的時空模型選用總綱_日文.md
materia-medica-001,materia-medica,1,10,本草漁網與正本清源,本草という「漁網」と根本への回帰,/drug_concept/01-本草漁網與正本清源/,/ja/drug_concept/01-本草漁網與正本清源/,drug_concept/本草漁網與正本清源.md,drug_concept/本草漁網與正本清源_日文.md
materia-medica-002,materia-medica,2,20,本草求真的三維符號化收斂,『本草求真』の三次元的記号化と収束,/drug_concept/02-本草求真的三維符號化收斂/,/ja/drug_concept/02-本草求真的三維符號化收斂/,drug_concept/本草求真的三維符號化收斂.md,drug_concept/本草求真的三維符號化收斂_日文.md
materia-medica-003,materia-medica,3,30,臟腑辨證興起與三陰三陽退隱,臓腑弁証の台頭と三陰三陽の後退,/drug_concept/03-臟腑辨證興起與三陰三陽退隱/,/ja/drug_concept/03-臟腑辨證興起與三陰三陽退隱/,drug_concept/臟腑辨證興起與三陰三陽退隱.md,drug_concept/臟腑辨證興起與三陰三陽退隱_日文.md
materia-medica-004,materia-medica,4,40,六淫痰積氣血與標本主次,六淫・痰積・気血と標本の優先順位,/drug_concept/04-六淫痰積氣血與標本主次/,/ja/drug_concept/04-六淫痰積氣血與標本主次/,drug_concept/六淫痰積氣血與標本主次.md,drug_concept/六淫痰積氣血與標本主次_日文.md
materia-medica-005,materia-medica,5,50,多標籤藥物與選方困境,多重タグ薬物と処方選択の困難,/drug_concept/05-多標籤藥物與選方困境/,/ja/drug_concept/05-多標籤藥物與選方困境/,drug_concept/多標籤藥物與選方困境.md,drug_concept/多標籤藥物與選方困境_日文.md
materia-medica-009,materia-medica,9,60,症狀專病辨證的捷徑與限制,症状・専病弁証という近道とその限界,/drug_concept/09-症狀專病辨證的捷徑與限制/,/ja/drug_concept/09-症狀專病辨證的捷徑與限制/,drug_concept/症狀專病辨證的捷徑與限制.md,drug_concept/症狀專病辨證的捷徑與限制_日文.md
materia-medica-012,materia-medica,12,70,神農本草經破解總綱,『神農本草経』を読み解く総綱,/drug_concept/12-神農本草經破解總綱/,/ja/drug_concept/12-神農本草經破解總綱/,drug_concept/神農本草經破解總綱.md,drug_concept/神農本草經破解總綱_日文.md
materia-medica-013,materia-medica,13,80,藥名之象與命名推理,薬名の象と命名からの推理,/drug_concept/13-藥名之象與命名推理/,/ja/drug_concept/13-藥名之象與命名推理/,drug_concept/藥名之象與命名推理.md,drug_concept/藥名之象與命名推理_日文.md
materia-medica-014,materia-medica,14,90,五氣五味與性味定位,五気五味と性味の定位,/drug_concept/14-五氣五味與性味定位/,/ja/drug_concept/14-五氣五味與性味定位/,drug_concept/五氣五味與性味定位.md,drug_concept/五氣五味與性味定位_日文.md
materia-medica-015,materia-medica,15,100,形體之體與以形治形,薬物の形体と「形をもって形を察する」,/drug_concept/15-形體之體與以形治形/,/ja/drug_concept/15-形體之體與以形治形/,drug_concept/形體之體與以形治形.md,drug_concept/形體之體與以形治形_日文.md
materia-medica-016,materia-medica,16,110,升降浮沉與春夏秋冬,昇降浮沈と春夏秋冬,/drug_concept/16-升降浮沉與春夏秋冬/,/ja/drug_concept/16-升降浮沉與春夏秋冬/,drug_concept/升降浮沉與春夏秋冬.md,drug_concept/升降浮沉與春夏秋冬_日文.md
materia-medica-017,materia-medica,17,120,清濁密度與起效速度,清濁・密度と作用発現の速度,/drug_concept/17-清濁密度與起效速度/,/ja/drug_concept/17-清濁密度與起效速度/,drug_concept/清濁密度與起效速度.md,drug_concept/清濁密度與起效速度_日文.md
materia-medica-018,materia-medica,18,130,採收時節與天地禀賦,採収時節と天地から受ける稟賦,/drug_concept/18-採收時節與天地禀賦/,/ja/drug_concept/18-採收時節與天地禀賦/,drug_concept/採收時節與天地禀賦.md,drug_concept/採收時節與天地禀賦_日文.md
materia-medica-019,materia-medica,19,140,徐靈胎因果箭頭解讀法,徐霊胎の因果矢印による読解法,/drug_concept/19-徐靈胎因果箭頭解讀法/,/ja/drug_concept/19-徐靈胎因果箭頭解讀法/,drug_concept/徐靈胎因果箭頭解讀法.md,drug_concept/徐靈胎因果箭頭解讀法_日文.md
materia-medica-021,materia-medica,21,150,內經病症規則庫與以經解經,『内経』病症規則庫と「経をもって経を解く」,/drug_concept/21-內經病症規則庫與以經解經/,/ja/drug_concept/21-內經病症規則庫與以經解經/,drug_concept/內經病症規則庫與以經解經.md,drug_concept/內經病症規則庫與以經解經_日文.md
materia-medica-006,materia-medica,6,160,AI輔助古籍因果提取法,AIによる古籍因果抽出の補助法,/drug_concept/06-ai輔助古籍因果提取法/,/ja/drug_concept/06-ai輔助古籍因果提取法/,drug_concept/AI輔助古籍因果提取法.md,drug_concept/AI輔助古籍因果提取法_日文.md
materia-medica-020,materia-medica,20,170,本草綱領的分類框架驗證,本草綱領の分類枠組みを検証する,/drug_concept/20-本草綱領的分類框架驗證/,/ja/drug_concept/20-本草綱領的分類框架驗證/,drug_concept/本草綱領的分類框架驗證.md,drug_concept/本草綱領的分類框架驗證_日文.md
materia-medica-022,materia-medica,22,180,張志聰本草崇原與禀賦提煉,張志聡『本草崇原』と稟賦の抽出,/drug_concept/22-張志聰本草崇原與禀賦提煉/,/ja/drug_concept/22-張志聰本草崇原與禀賦提煉/,drug_concept/張志聰本草崇原與禀賦提煉.md,drug_concept/張志聰本草崇原與禀賦提煉_日文.md
materia-medica-023,materia-medica,23,190,白朮補益脾土與標本分層,白朮の脾土補益と標本の階層,/drug_concept/23-白朮補益脾土與標本分層/,/ja/drug_concept/23-白朮補益脾土與標本分層/,drug_concept/白朮補益脾土與標本分層.md,drug_concept/白朮補益脾土與標本分層_日文.md
materia-medica-024,materia-medica,24,200,甘草五臟六腑與不偏之性,甘草と五臓六腑、偏りの少ない性質,/drug_concept/24-甘草五臟六腑與不偏之性/,/ja/drug_concept/24-甘草五臟六腑與不偏之性/,drug_concept/甘草五臟六腑與不偏之性.md,drug_concept/甘草五臟六腑與不偏之性_日文.md
materia-medica-025,materia-medica,25,210,桂枝枝形通道與上下氣交通,桂枝の「枝」という形と上下の気の交通,/drug_concept/25-桂枝枝形通道與上下氣交通/,/ja/drug_concept/25-桂枝枝形通道與上下氣交通/,drug_concept/桂枝枝形通道與上下氣交通.md,drug_concept/桂枝枝形通道與上下氣交通_日文.md
materia-medica-026,materia-medica,26,220,黃芩陽明太陰與清熱範圍,黄芩の陽明・太陰と清熱の範囲,/drug_concept/26-黃芩陽明太陰與清熱範圍/,/ja/drug_concept/26-黃芩陽明太陰與清熱範圍/,drug_concept/黃芩陽明太陰與清熱範圍.md,drug_concept/黃芩陽明太陰與清熱範圍_日文.md
materia-medica-027,materia-medica,27,230,附子細辛與少陰太陽標本,附子・細辛と少陰太陽の標本,/drug_concept/27-附子細辛與少陰太陽標本/,/ja/drug_concept/27-附子細辛與少陰太陽標本/,drug_concept/附子細辛與少陰太陽標本.md,drug_concept/附子細辛與少陰太陽標本_日文.md
materia-medica-028,materia-medica,28,240,葛根杜仲與形態經脈推演,葛根・杜仲と形態・経脈からの推演,/drug_concept/28-葛根杜仲與形態經脈推演/,/ja/drug_concept/28-葛根杜仲與形態經脈推演/,drug_concept/葛根杜仲與形態經脈推演.md,drug_concept/葛根杜仲與形態經脈推演_日文.md
materia-medica-029,materia-medica,29,250,神農本草三百六十味的時空分佈,神農本草三百六十味の時空分布,/drug_concept/29-神農本草三百六十味的時空分佈/,/ja/drug_concept/29-神農本草三百六十味的時空分佈/,drug_concept/神農本草三百六十味的時空分佈.md,drug_concept/神農本草三百六十味的時空分佈_日文.md
materia-medica-007,materia-medica,7,260,內經時空模型作為藥物總座標,『内経』時空モデルを薬物学の総座標にする,/drug_concept/07-內經時空模型作為藥物總座標/,/ja/drug_concept/07-內經時空模型作為藥物總座標/,drug_concept/內經時空模型作為藥物總座標.md,drug_concept/內經時空模型作為藥物總座標_日文.md
materia-medica-008,materia-medica,8,270,朱進忠臨床用藥三十三視角,朱進忠の臨床用薬三十三の視角,/drug_concept/08-朱進忠臨床用藥三十三視角/,/ja/drug_concept/08-朱進忠臨床用藥三十三視角/,drug_concept/朱進忠臨床用藥三十三視角.md,drug_concept/朱進忠臨床用藥三十三視角_日文.md
materia-medica-010,materia-medica,10,280,藥量辨證與經方劑量設計,薬量弁証と経方の用量設計,/drug_concept/10-藥量辨證與經方劑量設計/,/ja/drug_concept/10-藥量辨證與經方劑量設計/,drug_concept/藥量辨證與經方劑量設計.md,drug_concept/藥量辨證與經方劑量設計_日文.md
materia-medica-011,materia-medica,11,290,比例辨證與方中作用層位,比例弁証と処方内の作用層位,/drug_concept/11-比例辨證與方中作用層位/,/ja/drug_concept/11-比例辨證與方中作用層位/,drug_concept/比例辨證與方中作用層位.md,drug_concept/比例辨證與方中作用層位_日文.md
materia-medica-030,materia-medica,30,300,醫家取舍與經典自洽判準,医家の取捨と古典的自己整合性の基準,/drug_concept/30-醫家取舍與經典自洽判準/,/ja/drug_concept/30-醫家取舍與經典自洽判準/,drug_concept/醫家取舍與經典自洽判準.md,drug_concept/醫家取舍與經典自洽判準_日文.md
qihua-physiology-001,qihua-physiology,1,10,醫者明理與天人氣化總綱,医者の理法理解と天人の気化総綱,/qihua_physiology_concept/01-醫者明理與天人氣化總綱/,/ja/qihua_physiology_concept/01-醫者明理與天人氣化總綱/,qihua_physiology_concept/醫者明理與天人氣化總綱.md,qihua_physiology_concept/醫者明理與天人氣化總綱_日文.md
qihua-physiology-002,qihua-physiology,2,20,一氣陰陽清濁與中氣樞軸,一気・陰陽・清濁と中気の枢軸,/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸/,/ja/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸/,qihua_physiology_concept/一氣陰陽清濁與中氣樞軸.md,qihua_physiology_concept/一氣陰陽清濁與中氣樞軸_日文.md
qihua-physiology-003,qihua-physiology,3,30,四象五行與春夏秋冬節律,四象・五行と春夏秋冬のリズム,/qihua_physiology_concept/03-四象五行與春夏秋冬節律/,/ja/qihua_physiology_concept/03-四象五行與春夏秋冬節律/,qihua_physiology_concept/四象五行與春夏秋冬節律.md,qihua_physiology_concept/四象五行與春夏秋冬節律_日文.md
qihua-physiology-004,qihua-physiology,4,40,脾胃中土與人體五行生成,脾胃の中土と人体五行の生成,/qihua_physiology_concept/04-脾胃中土與人體五行生成/,/ja/qihua_physiology_concept/04-脾胃中土與人體五行生成/,qihua_physiology_concept/脾胃中土與人體五行生成.md,qihua_physiology_concept/脾胃中土與人體五行生成_日文.md
qihua-physiology-005,qihua-physiology,5,50,探源圖解與天地人氣化總圖,探源図解と天地人の気化総図,/qihua_physiology_concept/05-探源圖解與天地人氣化總圖/,/ja/qihua_physiology_concept/05-探源圖解與天地人氣化總圖/,qihua_physiology_concept/探源圖解與天地人氣化總圖.md,qihua_physiology_concept/探源圖解與天地人氣化總圖_日文.md
qihua-physiology-007,qihua-physiology,7,60,水火徵兆與上下左右道路,水火の徴候と上下左右の経路,/qihua_physiology_concept/07-水火徵兆與上下左右道路/,/ja/qihua_physiology_concept/07-水火徵兆與上下左右道路/,qihua_physiology_concept/水火徵兆與上下左右道路.md,qihua_physiology_concept/水火徵兆與上下左右道路_日文.md
qihua-physiology-008,qihua-physiology,8,70,生長收藏與五臟情志節律,生長化収蔵と五臓・情志のリズム,/qihua_physiology_concept/08-生長收藏與五臟情志節律/,/ja/qihua_physiology_concept/08-生長收藏與五臟情志節律/,qihua_physiology_concept/生長收藏與五臟情志節律.md,qihua_physiology_concept/生長收藏與五臟情志節律_日文.md
qihua-physiology-009,qihua-physiology,9,80,六氣主時與年度氣候分段,六気主時と年間気候の分節,/qihua_physiology_concept/09-六氣主時與年度氣候分段/,/ja/qihua_physiology_concept/09-六氣主時與年度氣候分段/,qihua_physiology_concept/六氣主時與年度氣候分段.md,qihua_physiology_concept/六氣主時與年度氣候分段_日文.md
qihua-physiology-010,qihua-physiology,10,90,司天在泉與上下半年氣候,司天・在泉と上半期・下半期の気候,/qihua_physiology_concept/10-司天在泉與上下半年氣候/,/ja/qihua_physiology_concept/10-司天在泉與上下半年氣候/,qihua_physiology_concept/司天在泉與上下半年氣候.md,qihua_physiology_concept/司天在泉與上下半年氣候_日文.md
qihua-physiology-011,qihua-physiology,11,100,天符歲會太乙天符與運氣疊加,天符・歳会・太乙天符と運気の重ね合わせ,/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加/,/ja/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加/,qihua_physiology_concept/天符歲會太乙天符與運氣疊加.md,qihua_physiology_concept/天符歲會太乙天符與運氣疊加_日文.md
qihua-physiology-012,qihua-physiology,12,110,人生之始與祖氣成形,人生の始まりと祖気の形成,/qihua_physiology_concept/12-人生之始與祖氣成形/,/ja/qihua_physiology_concept/12-人生之始與祖氣成形/,qihua_physiology_concept/人生之始與祖氣成形.md,qihua_physiology_concept/人生之始與祖氣成形_日文.md
qihua-physiology-013,qihua-physiology,13,120,五臟六腑功能網路總論,五臓六腑の機能ネットワーク総論,/qihua_physiology_concept/13-五臟六腑功能網路總論/,/ja/qihua_physiology_concept/13-五臟六腑功能網路總論/,qihua_physiology_concept/五臟六腑功能網路總論.md,qihua_physiology_concept/五臟六腑功能網路總論_日文.md
qihua-physiology-016,qihua-physiology,16,130,脾胃中央運化與太倉輸布,脾胃中央の運化と太倉の輸布,/qihua_physiology_concept/16-脾胃中央運化與太倉輸布/,/ja/qihua_physiology_concept/16-脾胃中央運化與太倉輸布/,qihua_physiology_concept/脾胃中央運化與太倉輸布.md,qihua_physiology_concept/脾胃中央運化與太倉輸布_日文.md
qihua-physiology-015,qihua-physiology,15,140,肝膽風木謀慮與中正決斷,肝胆の風木・謀慮と中正の決断,/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷/,/ja/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷/,qihua_physiology_concept/肝膽風木謀慮與中正決斷.md,qihua_physiology_concept/肝膽風木謀慮與中正決斷_日文.md
qihua-physiology-014,qihua-physiology,14,150,心與小腸君火神明與化物生血,心・小腸の君火、神明と化物生血,/qihua_physiology_concept/14-心與小腸君火神明與化物生血/,/ja/qihua_physiology_concept/14-心與小腸君火神明與化物生血/,qihua_physiology_concept/心與小腸君火神明與化物生血.md,qihua_physiology_concept/心與小腸君火神明與化物生血_日文.md
