translationKey,domain,originalOrder,guideOrder,traditionalTitle,localizedTitle,traditionalPath,localizedPath,traditionalFile,localizedFile
bianque-mirror-049,bianque-mirror,49,490,什麼叫「揆度」？《鏡經》真正的診斷算法從這裡開始,什么叫「揆度」？《镜经》真正的诊断算法从这里开始,/mirror_classic-_of_bian_que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始/,/zh-cn/mirror_classic-_of_bian_que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始/,Mirror_Classic _of_Bian_Que/什麼叫揆度-鏡經真正的診斷算法從這裡開始.md,Mirror_Classic _of_Bian_Que/什么叫揆度-镜经真正的诊断算法从这里开始_简体.md
bianque-mirror-050,bianque-mirror,50,500,當位與應位：疾病不是只問「在哪裡」，而是氣在哪裡失去關係,当位与应位：疾病不是只问「在哪里」，而是气在哪里失去关系,/mirror_classic-_of_bian_que/50-當位與應位-疾病是氣在哪裡失去關係/,/zh-cn/mirror_classic-_of_bian_que/50-當位與應位-疾病是氣在哪裡失去關係/,Mirror_Classic _of_Bian_Que/當位與應位-疾病是氣在哪裡失去關係.md,Mirror_Classic _of_Bian_Que/当位与应位-疾病是气在哪里失去关系_简体.md
bianque-mirror-051,bianque-mirror,51,510,五臟「穿鑿」：為什麼心可以與膽、胃、三焦、膀胱、大腸相通？,五脏「穿凿」：为什么心可以与胆、胃、三焦、膀胱、大肠相通？,/mirror_classic-_of_bian_que/51-五臟穿鑿-為什麼心可與多個腑相通/,/zh-cn/mirror_classic-_of_bian_que/51-五臟穿鑿-為什麼心可與多個腑相通/,Mirror_Classic _of_Bian_Que/五臟穿鑿-為什麼心可與多個腑相通.md,Mirror_Classic _of_Bian_Que/五脏穿凿-为什么心可与多个腑相通_简体.md
bianque-mirror-052,bianque-mirror,52,520,六經的深淺真的有數字：六分、五分、四分……,六经的深浅真的有数字：六分、五分、四分……,/mirror_classic-_of_bian_que/52-六經的深淺真的有數字-六分五分四分/,/zh-cn/mirror_classic-_of_bian_que/52-六經的深淺真的有數字-六分五分四分/,Mirror_Classic _of_Bian_Que/六經的深淺真的有數字-六分五分四分.md,Mirror_Classic _of_Bian_Que/六经的深浅真的有数字-六分五分四分_简体.md
bianque-mirror-053,bianque-mirror,53,530,十二律的長度如何計算？音分度 × 舍分度,十二律的长度如何计算？音分度 × 舍分度,/mirror_classic-_of_bian_que/53-十二律的長度如何計算-音分度乘舍分度/,/zh-cn/mirror_classic-_of_bian_que/53-十二律的長度如何計算-音分度乘舍分度/,Mirror_Classic _of_Bian_Que/十二律的長度如何計算-音分度乘舍分度.md,Mirror_Classic _of_Bian_Que/十二律的长度如何计算-音分度乘舍分度_简体.md
bianque-mirror-054,bianque-mirror,54,540,三十七條經隧有多長？《鏡經》的人體幾何總圖,三十七条经隧有多长？《镜经》的人体几何总图,/mirror_classic-_of_bian_que/54-三十七條經隧有多長-鏡經的人體幾何總圖/,/zh-cn/mirror_classic-_of_bian_que/54-三十七條經隧有多長-鏡經的人體幾何總圖/,Mirror_Classic _of_Bian_Que/三十七條經隧有多長-鏡經的人體幾何總圖.md,Mirror_Classic _of_Bian_Que/三十七条经隧有多长-镜经的人体几何总图_简体.md
bianque-mirror-055,bianque-mirror,55,550,少陰之人：為什麼四動也可以是正常？,少阴之人：为什么四动也可以是正常？,/mirror_classic-_of_bian_que/55-少陰之人-為什麼四動也可以是正常/,/zh-cn/mirror_classic-_of_bian_que/55-少陰之人-為什麼四動也可以是正常/,Mirror_Classic _of_Bian_Que/少陰之人-為什麼四動也可以是正常.md,Mirror_Classic _of_Bian_Que/少阴之人-为什么四动也可以是正常_简体.md
bianque-mirror-056,bianque-mirror,56,560,太陰之人：三出一入與九分之脈,太阴之人：三出一入与九分之脉,/mirror_classic-_of_bian_que/56-太陰之人-三出一入與九分之脈/,/zh-cn/mirror_classic-_of_bian_que/56-太陰之人-三出一入與九分之脈/,Mirror_Classic _of_Bian_Que/太陰之人-三出一入與九分之脈.md,Mirror_Classic _of_Bian_Que/太阴之人-三出一入与九分之脉_简体.md
bianque-mirror-057,bianque-mirror,57,570,厥陰之人：四出一入與三分之脈,厥阴之人：四出一入与三分之脉,/mirror_classic-_of_bian_que/57-厥陰之人-四出一入與三分之脈/,/zh-cn/mirror_classic-_of_bian_que/57-厥陰之人-四出一入與三分之脈/,Mirror_Classic _of_Bian_Que/厥陰之人-四出一入與三分之脈.md,Mirror_Classic _of_Bian_Que/厥阴之人-四出一入与三分之脉_简体.md
bianque-mirror-058,bianque-mirror,58,580,少陽之人：再入一出與徐息,少阳之人：再入一出与徐息,/mirror_classic-_of_bian_que/58-少陽之人-再入一出與徐息/,/zh-cn/mirror_classic-_of_bian_que/58-少陽之人-再入一出與徐息/,Mirror_Classic _of_Bian_Que/少陽之人-再入一出與徐息.md,Mirror_Classic _of_Bian_Que/少阳之人-再入一出与徐息_简体.md
bianque-mirror-059,bianque-mirror,59,590,陽明之人：三入一出與三分湧躍,阳明之人：三入一出与三分涌跃,/mirror_classic-_of_bian_que/59-陽明之人-三入一出與三分湧躍/,/zh-cn/mirror_classic-_of_bian_que/59-陽明之人-三入一出與三分湧躍/,Mirror_Classic _of_Bian_Que/陽明之人-三入一出與三分湧躍.md,Mirror_Classic _of_Bian_Que/阳明之人-三入一出与三分涌跃_简体.md
bianque-mirror-060,bianque-mirror,60,600,太陽之人：四入一出——《扁鵲鏡經》最後留下的個體化醫學,太阳之人：四入一出——《扁鹊镜经》最后留下的个体化医学,/mirror_classic-_of_bian_que/60-太陽之人-四入一出與鏡經的個體化醫學/,/zh-cn/mirror_classic-_of_bian_que/60-太陽之人-四入一出與鏡經的個體化醫學/,Mirror_Classic _of_Bian_Que/太陽之人-四入一出與鏡經的個體化醫學.md,Mirror_Classic _of_Bian_Que/太阳之人-四入一出与镜经的个体化医学_简体.md
jingfang-001,jingfang,1,10,經方之經的古天文幾何軌道本質,经方之经的古天文几何轨道本质,/jingfang_concept/01-經方之經的古天文幾何軌道本質/,/zh-cn/jingfang_concept/01-經方之經的古天文幾何軌道本質/,jingfang_concept/經方之經的古天文幾何軌道本質.md,jingfang_concept/经方之经的古天文几何轨道本质_简体.md
jingfang-002,jingfang,2,20,十六字食療之秘與物成味定原則,十六字食疗之秘与物成味定原则,/jingfang_concept/02-十六字食療之秘與物成味定原則/,/zh-cn/jingfang_concept/02-十六字食療之秘與物成味定原則/,jingfang_concept/十六字食療之秘與物成味定原則.md,jingfang_concept/十六字食疗之秘与物成味定原则_简体.md
jingfang-003,jingfang,3,30,五味中土空間模型與五入親和性,五味中土空间模型与五入亲和性,/jingfang_concept/03-五味中土空間模型與五入親和性/,/zh-cn/jingfang_concept/03-五味中土空間模型與五入親和性/,jingfang_concept/五味中土空間模型與五入親和性.md,jingfang_concept/五味中土空间模型与五入亲和性_简体.md
jingfang-004,jingfang,4,40,天干配五行之時間雙向調控模型,天干配五行之时间双向调控模型,/jingfang_concept/04-天干配五行之時間雙向調控模型/,/zh-cn/jingfang_concept/04-天干配五行之時間雙向調控模型/,jingfang_concept/天干配五行之時間雙向調控模型.md,jingfang_concept/天干配五行之时间双向调控模型_简体.md
jingfang-005,jingfang,5,50,空間模型之克位與扶位矩陣向量,空间模型之克位与扶位矩阵向量,/jingfang_concept/05-空間模型之克位與扶位矩陣向量/,/zh-cn/jingfang_concept/05-空間模型之克位與扶位矩陣向量/,jingfang_concept/空間模型之克位與扶位矩陣向量.md,jingfang_concept/空间模型之克位与扶位矩阵向量_简体.md
jingfang-006,jingfang,6,60,藏氣法時論天干五行望相衰求死週期,藏气法时论天干五行望相衰求死周期,/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期/,/zh-cn/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期/,jingfang_concept/藏氣法時論天干五行望相衰求死週期.md,jingfang_concept/藏气法时论天干五行望相衰求死周期_简体.md
jingfang-007,jingfang,7,70,五臟五欲與時間模型補瀉聖化規則,五脏五欲与时间模型补泻圣化规则,/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則/,/zh-cn/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則/,jingfang_concept/五臟五欲與時間模型補瀉聖化規則.md,jingfang_concept/五脏五欲与时间模型补泻圣化规则_简体.md
jingfang-008,jingfang,8,80,緩急收散之五苦時間干預模型,缓急收散之五苦时间干预模型,/jingfang_concept/08-緩急收散之五苦時間干預模型/,/zh-cn/jingfang_concept/08-緩急收散之五苦時間干預模型/,jingfang_concept/緩急收散之五苦時間干預模型.md,jingfang_concept/缓急收散之五苦时间干预模型_简体.md
jingfang-009,jingfang,9,90,司天與在泉的摩天輪六氣輪轉機制,司天与在泉的摩天轮六气轮转机制,/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制/,/zh-cn/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制/,jingfang_concept/司天與在泉的摩天輪六氣輪轉機制.md,jingfang_concept/司天与在泉的摩天轮六气轮转机制_简体.md
jingfang-011,jingfang,11,100,歲運司天輪值之土地物候味道偏向性,岁运司天轮值之土地物候味道偏向性,/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性/,/zh-cn/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性/,jingfang_concept/歲運司天輪值之土地物候味道偏向性.md,jingfang_concept/岁运司天轮值之土地物候味道偏向性_简体.md
jingfang-012,jingfang,12,110,六氣 X 七大運動家族,六气 X 七大运动家族,/jingfang_concept/12-六氣x七大運動家族/,/zh-cn/jingfang_concept/12-六氣x七大運動家族/,jingfang_concept/六氣X七大運動家族.md,jingfang_concept/六气X七大运动家族_简体.md
jingfang-020,jingfang,20,120,五行位之主與三陰三陽主氣時間先後治法,五行位之主与三阴三阳主气时间先后治法,/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法/,/zh-cn/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法/,jingfang_concept/五行位之主與三陰三陽主氣時間先後治法.md,jingfang_concept/五行位之主与三阴三阳主气时间先后治法_简体.md
jingfang-013,jingfang,13,130,司天六氣所勝的治味結構,司天六气所胜的治味结构,/jingfang_concept/13-司天六氣所勝的治味結構/,/zh-cn/jingfang_concept/13-司天六氣所勝的治味結構/,jingfang_concept/司天六氣所勝的治味結構.md,jingfang_concept/司天六气所胜的治味结构_简体.md
jingfang-014,jingfang,14,140,在泉六氣淫於內的治法結構,在泉六气淫于内的治法结构,/jingfang_concept/14-在泉六氣淫於內的治法結構/,/zh-cn/jingfang_concept/14-在泉六氣淫於內的治法結構/,jingfang_concept/在泉六氣淫於內的治法結構.md,jingfang_concept/在泉六气淫于内的治法结构_简体.md
jingfang-015,jingfang,15,150,邪氣反勝於地的治法結構,邪气反胜于地的治法结构,/jingfang_concept/15-邪氣反勝於地的治法結構/,/zh-cn/jingfang_concept/15-邪氣反勝於地的治法結構/,jingfang_concept/邪氣反勝於地的治法結構.md,jingfang_concept/邪气反胜于地的治法结构_简体.md
jingfang-016,jingfang,16,160,司天邪勝的治法結構,司天邪胜的治法结构,/jingfang_concept/16-司天邪勝的治法結構/,/zh-cn/jingfang_concept/16-司天邪勝的治法結構/,jingfang_concept/司天邪勝的治法結構.md,jingfang_concept/司天邪胜的治法结构_简体.md
jingfang-017,jingfang,17,170,六氣之勝的治法結構,六气之胜的治法结构,/jingfang_concept/17-六氣之勝的治法結構/,/zh-cn/jingfang_concept/17-六氣之勝的治法結構/,jingfang_concept/六氣之勝的治法結構.md,jingfang_concept/六气之胜的治法结构_简体.md
jingfang-018,jingfang,18,180,六氣之復的治法結構,六气之复的治法结构,/jingfang_concept/18-六氣之復的治法結構/,/zh-cn/jingfang_concept/18-六氣之復的治法結構/,jingfang_concept/六氣之復的治法結構.md,jingfang_concept/六气之复的治法结构_简体.md
jingfang-019,jingfang,19,190,六氣之客的治法結構,六气之客的治法结构,/jingfang_concept/19-六氣之客的治法結構/,/zh-cn/jingfang_concept/19-六氣之客的治法結構/,jingfang_concept/六氣之客的治法結構.md,jingfang_concept/六气之客的治法结构_简体.md
jingfang-021,jingfang,21,200,客氣值日補瀉與辛酸化甘口訣源頭,客气值日补泻与辛酸化甘口诀源头,/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭/,/zh-cn/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭/,jingfang_concept/客氣值日補瀉與辛酸化甘口訣源頭.md,jingfang_concept/客气值日补泻与辛酸化甘口诀源头_简体.md
jingfang-022,jingfang,22,210,《六元正紀大論》六十甲子食療生數成數模型導論與核心定義,《六元正纪大论》六十甲子食疗生数成数模型导论与核心定义,/jingfang_concept/22-六元正紀大論六十甲子食療生數成數模型導論與核心定義/,/zh-cn/jingfang_concept/22-六元正紀大論六十甲子食療生數成數模型導論與核心定義/,jingfang_concept/《六元正紀大論》六十甲子食療生數成數模型導論與核心定義.md,jingfang_concept/《六元正纪大论》六十甲子食疗生数成数模型导论与核心定义_简体.md
jingfang-023,jingfang,23,220,天之氣與地之氣的時空模型選用總綱,天之气与地之气的时空模型选用总纲,/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱/,/zh-cn/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱/,jingfang_concept/2天之氣與地之氣的時空模型選用總綱.md,jingfang_concept/2天之气与地之气的时空模型选用总纲_简体.md
materia-medica-001,materia-medica,1,10,本草漁網與正本清源,本草渔网与正本清源,/drug_concept/01-本草漁網與正本清源/,/zh-cn/drug_concept/01-本草漁網與正本清源/,drug_concept/本草漁網與正本清源.md,drug_concept/本草渔网与正本清源_简体.md
materia-medica-002,materia-medica,2,20,本草求真的三維符號化收斂,本草求真的三维符号化收敛,/drug_concept/02-本草求真的三維符號化收斂/,/zh-cn/drug_concept/02-本草求真的三維符號化收斂/,drug_concept/本草求真的三維符號化收斂.md,drug_concept/本草求真的三维符号化收敛_简体.md
materia-medica-003,materia-medica,3,30,臟腑辨證興起與三陰三陽退隱,脏腑辨证兴起与三阴三阳退隐,/drug_concept/03-臟腑辨證興起與三陰三陽退隱/,/zh-cn/drug_concept/03-臟腑辨證興起與三陰三陽退隱/,drug_concept/臟腑辨證興起與三陰三陽退隱.md,drug_concept/脏腑辨证兴起与三阴三阳退隐_简体.md
materia-medica-004,materia-medica,4,40,六淫痰積氣血與標本主次,六淫痰积气血与标本主次,/drug_concept/04-六淫痰積氣血與標本主次/,/zh-cn/drug_concept/04-六淫痰積氣血與標本主次/,drug_concept/六淫痰積氣血與標本主次.md,drug_concept/六淫痰积气血与标本主次_简体.md
materia-medica-005,materia-medica,5,50,多標籤藥物與選方困境,多标签药物与选方困境,/drug_concept/05-多標籤藥物與選方困境/,/zh-cn/drug_concept/05-多標籤藥物與選方困境/,drug_concept/多標籤藥物與選方困境.md,drug_concept/多标签药物与选方困境_简体.md
materia-medica-009,materia-medica,9,60,症狀專病辨證的捷徑與限制,症状专病辨证的捷径与限制,/drug_concept/09-症狀專病辨證的捷徑與限制/,/zh-cn/drug_concept/09-症狀專病辨證的捷徑與限制/,drug_concept/症狀專病辨證的捷徑與限制.md,drug_concept/症状专病辨证的捷径与限制_简体.md
materia-medica-012,materia-medica,12,70,神農本草經破解總綱,神农本草经破解总纲,/drug_concept/12-神農本草經破解總綱/,/zh-cn/drug_concept/12-神農本草經破解總綱/,drug_concept/神農本草經破解總綱.md,drug_concept/神农本草经破解总纲_简体.md
materia-medica-013,materia-medica,13,80,藥名之象與命名推理,药名之象与命名推理,/drug_concept/13-藥名之象與命名推理/,/zh-cn/drug_concept/13-藥名之象與命名推理/,drug_concept/藥名之象與命名推理.md,drug_concept/药名之象与命名推理_简体.md
materia-medica-014,materia-medica,14,90,五氣五味與性味定位,五气五味与性味定位,/drug_concept/14-五氣五味與性味定位/,/zh-cn/drug_concept/14-五氣五味與性味定位/,drug_concept/五氣五味與性味定位.md,drug_concept/五气五味与性味定位_简体.md
materia-medica-015,materia-medica,15,100,形體之體與以形治形,形体之体与以形治形,/drug_concept/15-形體之體與以形治形/,/zh-cn/drug_concept/15-形體之體與以形治形/,drug_concept/形體之體與以形治形.md,drug_concept/形体之体与以形治形_简体.md
materia-medica-016,materia-medica,16,110,升降浮沉與春夏秋冬,升降浮沉与春夏秋冬,/drug_concept/16-升降浮沉與春夏秋冬/,/zh-cn/drug_concept/16-升降浮沉與春夏秋冬/,drug_concept/升降浮沉與春夏秋冬.md,drug_concept/升降浮沉与春夏秋冬_简体.md
materia-medica-017,materia-medica,17,120,清濁密度與起效速度,清浊密度与起效速度,/drug_concept/17-清濁密度與起效速度/,/zh-cn/drug_concept/17-清濁密度與起效速度/,drug_concept/清濁密度與起效速度.md,drug_concept/清浊密度与起效速度_简体.md
materia-medica-018,materia-medica,18,130,採收時節與天地禀賦,采收时节与天地禀赋,/drug_concept/18-採收時節與天地禀賦/,/zh-cn/drug_concept/18-採收時節與天地禀賦/,drug_concept/採收時節與天地禀賦.md,drug_concept/采收时节与天地禀赋_简体.md
materia-medica-019,materia-medica,19,140,徐靈胎因果箭頭解讀法,徐灵胎因果箭头解读法,/drug_concept/19-徐靈胎因果箭頭解讀法/,/zh-cn/drug_concept/19-徐靈胎因果箭頭解讀法/,drug_concept/徐靈胎因果箭頭解讀法.md,drug_concept/徐灵胎因果箭头解读法_简体.md
materia-medica-021,materia-medica,21,150,內經病症規則庫與以經解經,内经病症规则库与以经解经,/drug_concept/21-內經病症規則庫與以經解經/,/zh-cn/drug_concept/21-內經病症規則庫與以經解經/,drug_concept/內經病症規則庫與以經解經.md,drug_concept/内经病症规则库与以经解经_简体.md
materia-medica-006,materia-medica,6,160,AI輔助古籍因果提取法,AI辅助古籍因果提取法,/drug_concept/06-ai輔助古籍因果提取法/,/zh-cn/drug_concept/06-ai輔助古籍因果提取法/,drug_concept/AI輔助古籍因果提取法.md,drug_concept/AI辅助古籍因果提取法_简体.md
materia-medica-020,materia-medica,20,170,本草綱領的分類框架驗證,本草纲领的分类框架验证,/drug_concept/20-本草綱領的分類框架驗證/,/zh-cn/drug_concept/20-本草綱領的分類框架驗證/,drug_concept/本草綱領的分類框架驗證.md,drug_concept/本草纲领的分类框架验证_简体.md
materia-medica-022,materia-medica,22,180,張志聰本草崇原與禀賦提煉,张志聪本草崇原与禀赋提炼,/drug_concept/22-張志聰本草崇原與禀賦提煉/,/zh-cn/drug_concept/22-張志聰本草崇原與禀賦提煉/,drug_concept/張志聰本草崇原與禀賦提煉.md,drug_concept/张志聪本草崇原与禀赋提炼_简体.md
materia-medica-023,materia-medica,23,190,白朮補益脾土與標本分層,白朮补益脾土与标本分层,/drug_concept/23-白朮補益脾土與標本分層/,/zh-cn/drug_concept/23-白朮補益脾土與標本分層/,drug_concept/白朮補益脾土與標本分層.md,drug_concept/白朮补益脾土与标本分层_简体.md
materia-medica-024,materia-medica,24,200,甘草五臟六腑與不偏之性,甘草五脏六腑与不偏之性,/drug_concept/24-甘草五臟六腑與不偏之性/,/zh-cn/drug_concept/24-甘草五臟六腑與不偏之性/,drug_concept/甘草五臟六腑與不偏之性.md,drug_concept/甘草五脏六腑与不偏之性_简体.md
materia-medica-025,materia-medica,25,210,桂枝枝形通道與上下氣交通,桂枝枝形通道与上下气交通,/drug_concept/25-桂枝枝形通道與上下氣交通/,/zh-cn/drug_concept/25-桂枝枝形通道與上下氣交通/,drug_concept/桂枝枝形通道與上下氣交通.md,drug_concept/桂枝枝形通道与上下气交通_简体.md
materia-medica-026,materia-medica,26,220,黃芩陽明太陰與清熱範圍,黄芩阳明太阴与清热范围,/drug_concept/26-黃芩陽明太陰與清熱範圍/,/zh-cn/drug_concept/26-黃芩陽明太陰與清熱範圍/,drug_concept/黃芩陽明太陰與清熱範圍.md,drug_concept/黄芩阳明太阴与清热范围_简体.md
materia-medica-027,materia-medica,27,230,附子細辛與少陰太陽標本,附子细辛与少阴太阳标本,/drug_concept/27-附子細辛與少陰太陽標本/,/zh-cn/drug_concept/27-附子細辛與少陰太陽標本/,drug_concept/附子細辛與少陰太陽標本.md,drug_concept/附子细辛与少阴太阳标本_简体.md
materia-medica-028,materia-medica,28,240,葛根杜仲與形態經脈推演,葛根杜仲与形态经脉推演,/drug_concept/28-葛根杜仲與形態經脈推演/,/zh-cn/drug_concept/28-葛根杜仲與形態經脈推演/,drug_concept/葛根杜仲與形態經脈推演.md,drug_concept/葛根杜仲与形态经脉推演_简体.md
materia-medica-029,materia-medica,29,250,神農本草三百六十味的時空分佈,神农本草三百六十味的时空分布,/drug_concept/29-神農本草三百六十味的時空分佈/,/zh-cn/drug_concept/29-神農本草三百六十味的時空分佈/,drug_concept/神農本草三百六十味的時空分佈.md,drug_concept/神农本草三百六十味的时空分布_简体.md
materia-medica-007,materia-medica,7,260,內經時空模型作為藥物總座標,内经时空模型作为药物总座标,/drug_concept/07-內經時空模型作為藥物總座標/,/zh-cn/drug_concept/07-內經時空模型作為藥物總座標/,drug_concept/內經時空模型作為藥物總座標.md,drug_concept/内经时空模型作为药物总座标_简体.md
materia-medica-008,materia-medica,8,270,朱進忠臨床用藥三十三視角,朱进忠临床用药三十三视角,/drug_concept/08-朱進忠臨床用藥三十三視角/,/zh-cn/drug_concept/08-朱進忠臨床用藥三十三視角/,drug_concept/朱進忠臨床用藥三十三視角.md,drug_concept/朱进忠临床用药三十三视角_简体.md
materia-medica-010,materia-medica,10,280,藥量辨證與經方劑量設計,药量辨证与经方剂量设计,/drug_concept/10-藥量辨證與經方劑量設計/,/zh-cn/drug_concept/10-藥量辨證與經方劑量設計/,drug_concept/藥量辨證與經方劑量設計.md,drug_concept/药量辨证与经方剂量设计_简体.md
materia-medica-011,materia-medica,11,290,比例辨證與方中作用層位,比例辨证与方中作用层位,/drug_concept/11-比例辨證與方中作用層位/,/zh-cn/drug_concept/11-比例辨證與方中作用層位/,drug_concept/比例辨證與方中作用層位.md,drug_concept/比例辨证与方中作用层位_简体.md
materia-medica-030,materia-medica,30,300,醫家取舍與經典自洽判準,医家取舍与经典自洽判准,/drug_concept/30-醫家取舍與經典自洽判準/,/zh-cn/drug_concept/30-醫家取舍與經典自洽判準/,drug_concept/醫家取舍與經典自洽判準.md,drug_concept/医家取舍与经典自洽判准_简体.md
qihua-physiology-001,qihua-physiology,1,10,醫者明理與天人氣化總綱,医者明理与天人气化总纲,/qihua_physiology_concept/01-醫者明理與天人氣化總綱/,/zh-cn/qihua_physiology_concept/01-醫者明理與天人氣化總綱/,qihua_physiology_concept/醫者明理與天人氣化總綱.md,qihua_physiology_concept/医者明理与天人气化总纲_简体.md
qihua-physiology-002,qihua-physiology,2,20,一氣陰陽清濁與中氣樞軸,一气阴阳清浊与中气枢轴,/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸/,/zh-cn/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸/,qihua_physiology_concept/一氣陰陽清濁與中氣樞軸.md,qihua_physiology_concept/一气阴阳清浊与中气枢轴_简体.md
qihua-physiology-003,qihua-physiology,3,30,四象五行與春夏秋冬節律,四象五行与春夏秋冬节律,/qihua_physiology_concept/03-四象五行與春夏秋冬節律/,/zh-cn/qihua_physiology_concept/03-四象五行與春夏秋冬節律/,qihua_physiology_concept/四象五行與春夏秋冬節律.md,qihua_physiology_concept/四象五行与春夏秋冬节律_简体.md
qihua-physiology-004,qihua-physiology,4,40,脾胃中土與人體五行生成,脾胃中土与人体五行生成,/qihua_physiology_concept/04-脾胃中土與人體五行生成/,/zh-cn/qihua_physiology_concept/04-脾胃中土與人體五行生成/,qihua_physiology_concept/脾胃中土與人體五行生成.md,qihua_physiology_concept/脾胃中土与人体五行生成_简体.md
qihua-physiology-005,qihua-physiology,5,50,探源圖解與天地人氣化總圖,探源图解与天地人气化总图,/qihua_physiology_concept/05-探源圖解與天地人氣化總圖/,/zh-cn/qihua_physiology_concept/05-探源圖解與天地人氣化總圖/,qihua_physiology_concept/探源圖解與天地人氣化總圖.md,qihua_physiology_concept/探源图解与天地人气化总图_简体.md
qihua-physiology-007,qihua-physiology,7,60,水火徵兆與上下左右道路,水火征兆与上下左右道路,/qihua_physiology_concept/07-水火徵兆與上下左右道路/,/zh-cn/qihua_physiology_concept/07-水火徵兆與上下左右道路/,qihua_physiology_concept/水火徵兆與上下左右道路.md,qihua_physiology_concept/水火征兆与上下左右道路_简体.md
qihua-physiology-008,qihua-physiology,8,70,生長收藏與五臟情志節律,生长收藏与五脏情志节律,/qihua_physiology_concept/08-生長收藏與五臟情志節律/,/zh-cn/qihua_physiology_concept/08-生長收藏與五臟情志節律/,qihua_physiology_concept/生長收藏與五臟情志節律.md,qihua_physiology_concept/生长收藏与五脏情志节律_简体.md
qihua-physiology-009,qihua-physiology,9,80,六氣主時與年度氣候分段,六气主时与年度气候分段,/qihua_physiology_concept/09-六氣主時與年度氣候分段/,/zh-cn/qihua_physiology_concept/09-六氣主時與年度氣候分段/,qihua_physiology_concept/六氣主時與年度氣候分段.md,qihua_physiology_concept/六气主时与年度气候分段_简体.md
qihua-physiology-010,qihua-physiology,10,90,司天在泉與上下半年氣候,司天在泉与上下半年气候,/qihua_physiology_concept/10-司天在泉與上下半年氣候/,/zh-cn/qihua_physiology_concept/10-司天在泉與上下半年氣候/,qihua_physiology_concept/司天在泉與上下半年氣候.md,qihua_physiology_concept/司天在泉与上下半年气候_简体.md
qihua-physiology-011,qihua-physiology,11,100,天符歲會太乙天符與運氣疊加,天符岁会太乙天符与运气叠加,/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加/,/zh-cn/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加/,qihua_physiology_concept/天符歲會太乙天符與運氣疊加.md,qihua_physiology_concept/天符岁会太乙天符与运气叠加_简体.md
qihua-physiology-012,qihua-physiology,12,110,人生之始與祖氣成形,人生之始与祖气成形,/qihua_physiology_concept/12-人生之始與祖氣成形/,/zh-cn/qihua_physiology_concept/12-人生之始與祖氣成形/,qihua_physiology_concept/人生之始與祖氣成形.md,qihua_physiology_concept/人生之始与祖气成形_简体.md
qihua-physiology-013,qihua-physiology,13,120,五臟六腑功能網路總論,五脏六腑功能网路总论,/qihua_physiology_concept/13-五臟六腑功能網路總論/,/zh-cn/qihua_physiology_concept/13-五臟六腑功能網路總論/,qihua_physiology_concept/五臟六腑功能網路總論.md,qihua_physiology_concept/五脏六腑功能网路总论_简体.md
qihua-physiology-016,qihua-physiology,16,130,脾胃中央運化與太倉輸布,脾胃中央运化与太仓输布,/qihua_physiology_concept/16-脾胃中央運化與太倉輸布/,/zh-cn/qihua_physiology_concept/16-脾胃中央運化與太倉輸布/,qihua_physiology_concept/脾胃中央運化與太倉輸布.md,qihua_physiology_concept/脾胃中央运化与太仓输布_简体.md
qihua-physiology-015,qihua-physiology,15,140,肝膽風木謀慮與中正決斷,肝胆风木谋虑与中正决断,/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷/,/zh-cn/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷/,qihua_physiology_concept/肝膽風木謀慮與中正決斷.md,qihua_physiology_concept/肝胆风木谋虑与中正决断_简体.md
qihua-physiology-014,qihua-physiology,14,150,心與小腸君火神明與化物生血,心与小肠君火神明与化物生血,/qihua_physiology_concept/14-心與小腸君火神明與化物生血/,/zh-cn/qihua_physiology_concept/14-心與小腸君火神明與化物生血/,qihua_physiology_concept/心與小腸君火神明與化物生血.md,qihua_physiology_concept/心与小肠君火神明与化物生血_简体.md
qihua-physiology-017,qihua-physiology,17,160,肺大腸制節宣降與傳導,肺大肠制节宣降与传导,/qihua_physiology_concept/17-肺大腸制節宣降與傳導/,/zh-cn/qihua_physiology_concept/17-肺大腸制節宣降與傳導/,qihua_physiology_concept/肺大腸制節宣降與傳導.md,qihua_physiology_concept/肺大肠制节宣降与传导_简体.md
