TranslationKey,DomainKey,DisplayOrder,DisplayTitleZh,DisplayTitleEn,LegacyZhFile,CleanZhFile,LegacyEnFile,CleanEnFile,ChineseURL,EnglishURL
qihua-physiology-026,qihua-physiology,26,26 衛氣出入與寤寐防衛節律,26 Defensive Qi Entry and Exit: Wake-Sleep and Protective Rhythms,src/content/docs/qihua_physiology_concept/26-衛氣出入與寤寐防衛節律.md,src/content/docs/qihua_physiology_concept/衛氣出入與寤寐防衛節律.md,src/content/docs/en/qihua_physiology_concept/26-衛氣出入與寤寐防衛節律_英文.md,src/content/docs/en/qihua_physiology_concept/衛氣出入與寤寐防衛節律_英文.md,/qihua_physiology_concept/26-衛氣出入與寤寐防衛節律/,/en/qihua_physiology_concept/26-衛氣出入與寤寐防衛節律/
qihua-physiology-027,qihua-physiology,27,27 男女天癸與生命長周期,27 Tiangui in Women and Men and the Long Cycle of Life,src/content/docs/qihua_physiology_concept/27-男女天癸與生命長周期.md,src/content/docs/qihua_physiology_concept/男女天癸與生命長周期.md,src/content/docs/en/qihua_physiology_concept/27-男女天癸與生命長周期_英文.md,src/content/docs/en/qihua_physiology_concept/男女天癸與生命長周期_英文.md,/qihua_physiology_concept/27-男女天癸與生命長周期/,/en/qihua_physiology_concept/27-男女天癸與生命長周期/
qihua-physiology-028,qihua-physiology,28,28 血氣精神與養生協調總論,"28 General Theory of Blood, Qi, Essence, Spirit, and Coordinated Health Preservation",src/content/docs/qihua_physiology_concept/28-血氣精神與養生協調總論.md,src/content/docs/qihua_physiology_concept/血氣精神與養生協調總論.md,src/content/docs/en/qihua_physiology_concept/28-血氣精神與養生協調總論_英文.md,src/content/docs/en/qihua_physiology_concept/血氣精神與養生協調總論_英文.md,/qihua_physiology_concept/28-血氣精神與養生協調總論/,/en/qihua_physiology_concept/28-血氣精神與養生協調總論/
qihua-physiology-006,qihua-physiology,29,29 陰陽變化與治病求本,29 Yin-Yang Transformation and Treating Disease by Seeking the Root,src/content/docs/qihua_physiology_concept/06-陰陽變化與治病求本.md,src/content/docs/qihua_physiology_concept/陰陽變化與治病求本.md,src/content/docs/en/qihua_physiology_concept/06-陰陽變化與治病求本_英文.md,src/content/docs/en/qihua_physiology_concept/陰陽變化與治病求本_英文.md,/qihua_physiology_concept/06-陰陽變化與治病求本/,/en/qihua_physiology_concept/06-陰陽變化與治病求本/
qihua-physiology-030,qihua-physiology,30,30 本標中氣與外感病機整合,"30 Root, Manifestation, and Central Qi: Integrating Externally Contracted Pathomechanisms",src/content/docs/qihua_physiology_concept/30-本標中氣與外感病機整合.md,src/content/docs/qihua_physiology_concept/本標中氣與外感病機整合.md,src/content/docs/en/qihua_physiology_concept/30-本標中氣與外感病機整合_英文.md,src/content/docs/en/qihua_physiology_concept/本標中氣與外感病機整合_英文.md,/qihua_physiology_concept/30-本標中氣與外感病機整合/,/en/qihua_physiology_concept/30-本標中氣與外感病機整合/
jingfang-001,jingfang,01,01 經方之經的古天文幾何軌道本質,01 The Ancient Astronomical-Geometric Orbital Essence of the 'Jing' in Classical Formulas,src/content/docs/jingfang_concept/01-經方之經的古天文幾何軌道本質.md,src/content/docs/jingfang_concept/經方之經的古天文幾何軌道本質.md,src/content/docs/en/jingfang_concept/01-經方之經的古天文幾何軌道本質_英文.md,src/content/docs/en/jingfang_concept/經方之經的古天文幾何軌道本質_英文.md,/jingfang_concept/01-經方之經的古天文幾何軌道本質/,/en/jingfang_concept/01-經方之經的古天文幾何軌道本質/
jingfang-002,jingfang,02,02 十六字食療之秘與物成味定原則,02 The Secret of the Sixteen-Character Dietary Formula and the Principle That Material Formation Determines Flavor,src/content/docs/jingfang_concept/02-十六字食療之秘與物成味定原則.md,src/content/docs/jingfang_concept/十六字食療之秘與物成味定原則.md,src/content/docs/en/jingfang_concept/02-十六字食療之秘與物成味定原則_英文.md,src/content/docs/en/jingfang_concept/十六字食療之秘與物成味定原則_英文.md,/jingfang_concept/02-十六字食療之秘與物成味定原則/,/en/jingfang_concept/02-十六字食療之秘與物成味定原則/
jingfang-003,jingfang,03,03 五味中土空間模型與五入親和性,03 The Central-Earth Spatial Model of the Five Flavors and the Affinities of the Five Entrances,src/content/docs/jingfang_concept/03-五味中土空間模型與五入親和性.md,src/content/docs/jingfang_concept/五味中土空間模型與五入親和性.md,src/content/docs/en/jingfang_concept/03-五味中土空間模型與五入親和性_英文.md,src/content/docs/en/jingfang_concept/五味中土空間模型與五入親和性_英文.md,/jingfang_concept/03-五味中土空間模型與五入親和性/,/en/jingfang_concept/03-五味中土空間模型與五入親和性/
jingfang-004,jingfang,04,04 天干配五行之時間雙向調控模型,04 The Bidirectional Temporal Control Model of the Heavenly Stems and Five Phases,src/content/docs/jingfang_concept/04-天干配五行之時間雙向調控模型.md,src/content/docs/jingfang_concept/天干配五行之時間雙向調控模型.md,src/content/docs/en/jingfang_concept/04-天干配五行之時間雙向調控模型_英文.md,src/content/docs/en/jingfang_concept/天干配五行之時間雙向調控模型_英文.md,/jingfang_concept/04-天干配五行之時間雙向調控模型/,/en/jingfang_concept/04-天干配五行之時間雙向調控模型/
jingfang-005,jingfang,05,05 空間模型之克位與扶位矩陣向量,05 Matrix Vectors of the Overcoming and Supporting Positions in the Spatial Model,src/content/docs/jingfang_concept/05-空間模型之克位與扶位矩陣向量.md,src/content/docs/jingfang_concept/空間模型之克位與扶位矩陣向量.md,src/content/docs/en/jingfang_concept/05-空間模型之克位與扶位矩陣向量_英文.md,src/content/docs/en/jingfang_concept/空間模型之克位與扶位矩陣向量_英文.md,/jingfang_concept/05-空間模型之克位與扶位矩陣向量/,/en/jingfang_concept/05-空間模型之克位與扶位矩陣向量/
jingfang-006,jingfang,06,06 藏氣法時論天干五行望相衰求死週期,06 The Prosperous–Ministering–Declining–Imprisoned–Dead Cycle of the Heavenly Stems and Five Phases in the Discourse on Zang Qi and the Seasons,src/content/docs/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期.md,src/content/docs/jingfang_concept/藏氣法時論天干五行望相衰求死週期.md,src/content/docs/en/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期_英文.md,src/content/docs/en/jingfang_concept/藏氣法時論天干五行望相衰求死週期_英文.md,/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期/,/en/jingfang_concept/06-藏氣法時論天干五行望相衰求死週期/
jingfang-007,jingfang,07,07 五臟五欲與時間模型補瀉聖化規則,07 The Five Desires of the Five Zang and the Temporal Model's Rules of Supplementation and Drainage,src/content/docs/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則.md,src/content/docs/jingfang_concept/五臟五欲與時間模型補瀉聖化規則.md,src/content/docs/en/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則_英文.md,src/content/docs/en/jingfang_concept/五臟五欲與時間模型補瀉聖化規則_英文.md,/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則/,/en/jingfang_concept/07-五臟五欲與時間模型補瀉聖化規則/
jingfang-008,jingfang,08,08 緩急收散之五苦時間干預模型,"08 The Five-Distress Temporal Intervention Model of Relaxing, Urgency, Gathering, and Dispersing",src/content/docs/jingfang_concept/08-緩急收散之五苦時間干預模型.md,src/content/docs/jingfang_concept/緩急收散之五苦時間干預模型.md,src/content/docs/en/jingfang_concept/08-緩急收散之五苦時間干預模型_英文.md,src/content/docs/en/jingfang_concept/緩急收散之五苦時間干預模型_英文.md,/jingfang_concept/08-緩急收散之五苦時間干預模型/,/en/jingfang_concept/08-緩急收散之五苦時間干預模型/
jingfang-009,jingfang,09,09 司天與在泉的摩天輪六氣輪轉機制,09 The Ferris-Wheel Mechanism of Sitian and Zaiquan in the Rotation of the Six Qi,src/content/docs/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制.md,src/content/docs/jingfang_concept/司天與在泉的摩天輪六氣輪轉機制.md,src/content/docs/en/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制_英文.md,src/content/docs/en/jingfang_concept/司天與在泉的摩天輪六氣輪轉機制_英文.md,/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制/,/en/jingfang_concept/09-司天與在泉的摩天輪六氣輪轉機制/
jingfang-011,jingfang,10,10 歲運司天輪值之土地物候味道偏向性,"10 Land, Phenology, and Flavor Bias under the Annual Rotation of Sitian",src/content/docs/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性.md,src/content/docs/jingfang_concept/歲運司天輪值之土地物候味道偏向性.md,src/content/docs/en/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性_英文.md,src/content/docs/en/jingfang_concept/歲運司天輪值之土地物候味道偏向性_英文.md,/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性/,/en/jingfang_concept/11-歲運司天輪值之土地物候味道偏向性/
jingfang-012,jingfang,11,11 六氣 X 七大運動家族,11 Six Qi × Seven Major Families of Motion,src/content/docs/jingfang_concept/12-六氣X七大運動家族.md,src/content/docs/jingfang_concept/六氣X七大運動家族.md,src/content/docs/en/jingfang_concept/12-六氣X七大運動家族_英文.md,src/content/docs/en/jingfang_concept/六氣X七大運動家族_英文.md,/jingfang_concept/12-六氣x七大運動家族/,/en/jingfang_concept/12-六氣x七大運動家族/
jingfang-020,jingfang,12,12 五行位之主與三陰三陽主氣時間先後治法,12 Treatment of the Five-Phase Host Positions and the Temporal Sequence of the Three Yin and Three Yang Host Qi,src/content/docs/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法.md,src/content/docs/jingfang_concept/五行位之主與三陰三陽主氣時間先後治法.md,src/content/docs/en/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法_英文.md,src/content/docs/en/jingfang_concept/五行位之主與三陰三陽主氣時間先後治法_英文.md,/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法/,/en/jingfang_concept/20-五行位之主與三陰三陽主氣時間先後治法/
jingfang-013,jingfang,13,13 司天六氣所勝的治味結構,13 The Therapeutic-Flavor Structure of Six-Qi Victory in the Sitian Position,src/content/docs/jingfang_concept/13-司天六氣所勝的治味結構.md,src/content/docs/jingfang_concept/司天六氣所勝的治味結構.md,src/content/docs/en/jingfang_concept/13-司天六氣所勝的治味結構_英文.md,src/content/docs/en/jingfang_concept/司天六氣所勝的治味結構_英文.md,/jingfang_concept/13-司天六氣所勝的治味結構/,/en/jingfang_concept/13-司天六氣所勝的治味結構/
jingfang-014,jingfang,14,14 在泉六氣淫於內的治法結構,14 The Treatment Structure of the Six Qi in Zaiquan Excessively Invading the Interior,src/content/docs/jingfang_concept/14-在泉六氣淫於內的治法結構.md,src/content/docs/jingfang_concept/在泉六氣淫於內的治法結構.md,src/content/docs/en/jingfang_concept/14-在泉六氣淫於內的治法結構_英文.md,src/content/docs/en/jingfang_concept/在泉六氣淫於內的治法結構_英文.md,/jingfang_concept/14-在泉六氣淫於內的治法結構/,/en/jingfang_concept/14-在泉六氣淫於內的治法結構/
jingfang-015,jingfang,15,15 邪氣反勝於地的治法結構,15 The Treatment Structure of Pathogenic Qi Counter-Victory on Earth,src/content/docs/jingfang_concept/15-邪氣反勝於地的治法結構.md,src/content/docs/jingfang_concept/邪氣反勝於地的治法結構.md,src/content/docs/en/jingfang_concept/15-邪氣反勝於地的治法結構_英文.md,src/content/docs/en/jingfang_concept/邪氣反勝於地的治法結構_英文.md,/jingfang_concept/15-邪氣反勝於地的治法結構/,/en/jingfang_concept/15-邪氣反勝於地的治法結構/
jingfang-016,jingfang,16,16 司天邪勝的治法結構,16 The Treatment Structure of Pathogenic Victory over Sitian,src/content/docs/jingfang_concept/16-司天邪勝的治法結構.md,src/content/docs/jingfang_concept/司天邪勝的治法結構.md,src/content/docs/en/jingfang_concept/16-司天邪勝的治法結構_英文.md,src/content/docs/en/jingfang_concept/司天邪勝的治法結構_英文.md,/jingfang_concept/16-司天邪勝的治法結構/,/en/jingfang_concept/16-司天邪勝的治法結構/
jingfang-017,jingfang,17,17 六氣之勝的治法結構,17 The Treatment Structure of the Victory of the Six Qi,src/content/docs/jingfang_concept/17-六氣之勝的治法結構.md,src/content/docs/jingfang_concept/六氣之勝的治法結構.md,src/content/docs/en/jingfang_concept/17-六氣之勝的治法結構_英文.md,src/content/docs/en/jingfang_concept/六氣之勝的治法結構_英文.md,/jingfang_concept/17-六氣之勝的治法結構/,/en/jingfang_concept/17-六氣之勝的治法結構/
jingfang-018,jingfang,18,18 六氣之復的治法結構,18 The Treatment Structure of the Restoration of the Six Qi,src/content/docs/jingfang_concept/18-六氣之復的治法結構.md,src/content/docs/jingfang_concept/六氣之復的治法結構.md,src/content/docs/en/jingfang_concept/18-六氣之復的治法結構_英文.md,src/content/docs/en/jingfang_concept/六氣之復的治法結構_英文.md,/jingfang_concept/18-六氣之復的治法結構/,/en/jingfang_concept/18-六氣之復的治法結構/
jingfang-019,jingfang,19,19 六氣之客的治法結構,19 The Treatment Structure of the Six Qi as Guest Qi,src/content/docs/jingfang_concept/19-六氣之客的治法結構.md,src/content/docs/jingfang_concept/六氣之客的治法結構.md,src/content/docs/en/jingfang_concept/19-六氣之客的治法結構_英文.md,src/content/docs/en/jingfang_concept/六氣之客的治法結構_英文.md,/jingfang_concept/19-六氣之客的治法結構/,/en/jingfang_concept/19-六氣之客的治法結構/
jingfang-021,jingfang,20,20 客氣值日補瀉與辛酸化甘口訣源頭,"20 Guest-Qi Day Governance, Supplementation and Drainage, and the Source of the 'Pungent + Sour Transform into Sweet' Formula",src/content/docs/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭.md,src/content/docs/jingfang_concept/客氣值日補瀉與辛酸化甘口訣源頭.md,src/content/docs/en/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭_英文.md,src/content/docs/en/jingfang_concept/客氣值日補瀉與辛酸化甘口訣源頭_英文.md,/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭/,/en/jingfang_concept/21-客氣值日補瀉與辛酸化甘口訣源頭/
jingfang-022,jingfang,21,21 《六元正紀大論》六十甲子食療生數成數模型導論與核心定義,21 Introduction to the Sixty-Jiazi Dietary-Therapy Model of Generating and Completing Numbers in the Great Discourse on the Regular Order of the Six Origins,src/content/docs/jingfang_concept/22-《六元正紀大論》六十甲子食療生數成數模型導論與核心定義.md,src/content/docs/jingfang_concept/《六元正紀大論》六十甲子食療生數成數模型導論與核心定義.md,src/content/docs/en/jingfang_concept/22-《六元正紀大論》六十甲子食療生數成數模型導論與核心定義_英文.md,src/content/docs/en/jingfang_concept/《六元正紀大論》六十甲子食療生數成數模型導論與核心定義_英文.md,/jingfang_concept/22-六元正紀大論六十甲子食療生數成數模型導論與核心定義/,/en/jingfang_concept/22-六元正紀大論六十甲子食療生數成數模型導論與核心定義/
jingfang-023,jingfang,22,22 天之氣與地之氣的時空模型選用總綱,22 General Rule for Choosing the Spacetime Model of Heavenly Qi and Earthly Qi,src/content/docs/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱.md,src/content/docs/jingfang_concept/2天之氣與地之氣的時空模型選用總綱.md,src/content/docs/en/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱_英文.md,src/content/docs/en/jingfang_concept/2天之氣與地之氣的時空模型選用總綱_英文.md,/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱/,/en/jingfang_concept/23-2天之氣與地之氣的時空模型選用總綱/
materia-medica-001,materia-medica,01,01 本草漁網與正本清源,01 The Herbal-Medicine Fishing Net and Returning to the Source,src/content/docs/drug_concept/01-本草漁網與正本清源.md,src/content/docs/drug_concept/本草漁網與正本清源.md,src/content/docs/en/drug_concept/01-本草漁網與正本清源_英文.md,src/content/docs/en/drug_concept/本草漁網與正本清源_英文.md,/drug_concept/01-本草漁網與正本清源/,/en/drug_concept/01-本草漁網與正本清源/
materia-medica-002,materia-medica,02,02 本草求真的三維符號化收斂,02 Three-Dimensional Symbolic Convergence in Bencao Qiuzhen,src/content/docs/drug_concept/02-本草求真的三維符號化收斂.md,src/content/docs/drug_concept/本草求真的三維符號化收斂.md,src/content/docs/en/drug_concept/02-本草求真的三維符號化收斂_英文.md,src/content/docs/en/drug_concept/本草求真的三維符號化收斂_英文.md,/drug_concept/02-本草求真的三維符號化收斂/,/en/drug_concept/02-本草求真的三維符號化收斂/
materia-medica-003,materia-medica,03,03 臟腑辨證興起與三陰三陽退隱,03 The Rise of Zang-Fu Pattern Differentiation and the Retreat of the Three Yin and Three Yang,src/content/docs/drug_concept/03-臟腑辨證興起與三陰三陽退隱.md,src/content/docs/drug_concept/臟腑辨證興起與三陰三陽退隱.md,src/content/docs/en/drug_concept/03-臟腑辨證興起與三陰三陽退隱_英文.md,src/content/docs/en/drug_concept/臟腑辨證興起與三陰三陽退隱_英文.md,/drug_concept/03-臟腑辨證興起與三陰三陽退隱/,/en/drug_concept/03-臟腑辨證興起與三陰三陽退隱/
materia-medica-004,materia-medica,04,04 六淫痰積氣血與標本主次,"04 The Six Excesses, Phlegm, Accumulation, Qi and Blood, and the Priority of Root and Branch",src/content/docs/drug_concept/04-六淫痰積氣血與標本主次.md,src/content/docs/drug_concept/六淫痰積氣血與標本主次.md,src/content/docs/en/drug_concept/04-六淫痰積氣血與標本主次_英文.md,src/content/docs/en/drug_concept/六淫痰積氣血與標本主次_英文.md,/drug_concept/04-六淫痰積氣血與標本主次/,/en/drug_concept/04-六淫痰積氣血與標本主次/
materia-medica-005,materia-medica,05,05 多標籤藥物與選方困境,05 Multi-Label Medicines and the Dilemma of Formula Selection,src/content/docs/drug_concept/05-多標籤藥物與選方困境.md,src/content/docs/drug_concept/多標籤藥物與選方困境.md,src/content/docs/en/drug_concept/05-多標籤藥物與選方困境_英文.md,src/content/docs/en/drug_concept/多標籤藥物與選方困境_英文.md,/drug_concept/05-多標籤藥物與選方困境/,/en/drug_concept/05-多標籤藥物與選方困境/
materia-medica-009,materia-medica,06,06 症狀專病辨證的捷徑與限制,06 The Shortcut and Limits of Symptom- and Disease-Specific Pattern Differentiation,src/content/docs/drug_concept/09-症狀專病辨證的捷徑與限制.md,src/content/docs/drug_concept/症狀專病辨證的捷徑與限制.md,src/content/docs/en/drug_concept/09-症狀專病辨證的捷徑與限制_英文.md,src/content/docs/en/drug_concept/症狀專病辨證的捷徑與限制_英文.md,/drug_concept/09-症狀專病辨證的捷徑與限制/,/en/drug_concept/09-症狀專病辨證的捷徑與限制/
materia-medica-012,materia-medica,07,07 神農本草經破解總綱,07 General Framework for Decoding the Shennong Bencao Jing,src/content/docs/drug_concept/12-神農本草經破解總綱.md,src/content/docs/drug_concept/神農本草經破解總綱.md,src/content/docs/en/drug_concept/12-神農本草經破解總綱_英文.md,src/content/docs/en/drug_concept/神農本草經破解總綱_英文.md,/drug_concept/12-神農本草經破解總綱/,/en/drug_concept/12-神農本草經破解總綱/
materia-medica-013,materia-medica,08,08 藥名之象與命名推理,08 The Image within Drug Names and Reasoning from Nomenclature,src/content/docs/drug_concept/13-藥名之象與命名推理.md,src/content/docs/drug_concept/藥名之象與命名推理.md,src/content/docs/en/drug_concept/13-藥名之象與命名推理_英文.md,src/content/docs/en/drug_concept/藥名之象與命名推理_英文.md,/drug_concept/13-藥名之象與命名推理/,/en/drug_concept/13-藥名之象與命名推理/
materia-medica-014,materia-medica,09,09 五氣五味與性味定位,"09 The Five Qi, Five Flavors, and Locating Medicinal Nature and Flavor",src/content/docs/drug_concept/14-五氣五味與性味定位.md,src/content/docs/drug_concept/五氣五味與性味定位.md,src/content/docs/en/drug_concept/14-五氣五味與性味定位_英文.md,src/content/docs/en/drug_concept/五氣五味與性味定位_英文.md,/drug_concept/14-五氣五味與性味定位/,/en/drug_concept/14-五氣五味與性味定位/
materia-medica-015,materia-medica,10,10 形體之體與以形治形,10 Bodily Form and Treating Form through Form,src/content/docs/drug_concept/15-形體之體與以形治形.md,src/content/docs/drug_concept/形體之體與以形治形.md,src/content/docs/en/drug_concept/15-形體之體與以形治形_英文.md,src/content/docs/en/drug_concept/形體之體與以形治形_英文.md,/drug_concept/15-形體之體與以形治形/,/en/drug_concept/15-形體之體與以形治形/
materia-medica-016,materia-medica,11,11 升降浮沉與春夏秋冬,"11 Ascent, Descent, Floating, Sinking, and the Four Seasons",src/content/docs/drug_concept/16-升降浮沉與春夏秋冬.md,src/content/docs/drug_concept/升降浮沉與春夏秋冬.md,src/content/docs/en/drug_concept/16-升降浮沉與春夏秋冬_英文.md,src/content/docs/en/drug_concept/升降浮沉與春夏秋冬_英文.md,/drug_concept/16-升降浮沉與春夏秋冬/,/en/drug_concept/16-升降浮沉與春夏秋冬/
materia-medica-017,materia-medica,12,12 清濁密度與起效速度,"12 Clarity, Turbidity, Density, and Speed of Onset",src/content/docs/drug_concept/17-清濁密度與起效速度.md,src/content/docs/drug_concept/清濁密度與起效速度.md,src/content/docs/en/drug_concept/17-清濁密度與起效速度_英文.md,src/content/docs/en/drug_concept/清濁密度與起效速度_英文.md,/drug_concept/17-清濁密度與起效速度/,/en/drug_concept/17-清濁密度與起效速度/
materia-medica-018,materia-medica,13,13 採收時節與天地禀賦,13 Harvest Season and the Endowment of Heaven and Earth,src/content/docs/drug_concept/18-採收時節與天地禀賦.md,src/content/docs/drug_concept/採收時節與天地禀賦.md,src/content/docs/en/drug_concept/18-採收時節與天地禀賦_英文.md,src/content/docs/en/drug_concept/採收時節與天地禀賦_英文.md,/drug_concept/18-採收時節與天地禀賦/,/en/drug_concept/18-採收時節與天地禀賦/
materia-medica-019,materia-medica,14,14 徐靈胎因果箭頭解讀法,14 Xu Lingtai's Method of Reading Causal Arrows,src/content/docs/drug_concept/19-徐靈胎因果箭頭解讀法.md,src/content/docs/drug_concept/徐靈胎因果箭頭解讀法.md,src/content/docs/en/drug_concept/19-徐靈胎因果箭頭解讀法_英文.md,src/content/docs/en/drug_concept/徐靈胎因果箭頭解讀法_英文.md,/drug_concept/19-徐靈胎因果箭頭解讀法/,/en/drug_concept/19-徐靈胎因果箭頭解讀法/
materia-medica-021,materia-medica,15,15 內經病症規則庫與以經解經,15 An Inner Canon Symptom Rule Base and Explaining One Classic through Another,src/content/docs/drug_concept/21-內經病症規則庫與以經解經.md,src/content/docs/drug_concept/內經病症規則庫與以經解經.md,src/content/docs/en/drug_concept/21-內經病症規則庫與以經解經_英文.md,src/content/docs/en/drug_concept/內經病症規則庫與以經解經_英文.md,/drug_concept/21-內經病症規則庫與以經解經/,/en/drug_concept/21-內經病症規則庫與以經解經/
materia-medica-006,materia-medica,16,16 AI輔助古籍因果提取法,16 AI-Assisted Extraction of Causal Reasoning from Ancient Texts,src/content/docs/drug_concept/06-AI輔助古籍因果提取法.md,src/content/docs/drug_concept/AI輔助古籍因果提取法.md,src/content/docs/en/drug_concept/06-AI輔助古籍因果提取法_英文.md,src/content/docs/en/drug_concept/AI輔助古籍因果提取法_英文.md,/drug_concept/06-ai輔助古籍因果提取法/,/en/drug_concept/06-ai輔助古籍因果提取法/
materia-medica-020,materia-medica,17,17 本草綱領的分類框架驗證,17 Validating a Classification Framework for the Principles of Materia Medica,src/content/docs/drug_concept/20-本草綱領的分類框架驗證.md,src/content/docs/drug_concept/本草綱領的分類框架驗證.md,src/content/docs/en/drug_concept/20-本草綱領的分類框架驗證_英文.md,src/content/docs/en/drug_concept/本草綱領的分類框架驗證_英文.md,/drug_concept/20-本草綱領的分類框架驗證/,/en/drug_concept/20-本草綱領的分類框架驗證/
materia-medica-022,materia-medica,18,18 張志聰本草崇原與禀賦提煉,18 Zhang Zhicong's Bencao Chongyuan and Extracting Innate Endowment,src/content/docs/drug_concept/22-張志聰本草崇原與禀賦提煉.md,src/content/docs/drug_concept/張志聰本草崇原與禀賦提煉.md,src/content/docs/en/drug_concept/22-張志聰本草崇原與禀賦提煉_英文.md,src/content/docs/en/drug_concept/張志聰本草崇原與禀賦提煉_英文.md,/drug_concept/22-張志聰本草崇原與禀賦提煉/,/en/drug_concept/22-張志聰本草崇原與禀賦提煉/
materia-medica-023,materia-medica,19,19 白朮補益脾土與標本分層,19 Atractylodes: Supplementing Spleen-Earth and Layering Root and Branch,src/content/docs/drug_concept/23-白朮補益脾土與標本分層.md,src/content/docs/drug_concept/白朮補益脾土與標本分層.md,src/content/docs/en/drug_concept/23-白朮補益脾土與標本分層_英文.md,src/content/docs/en/drug_concept/白朮補益脾土與標本分層_英文.md,/drug_concept/23-白朮補益脾土與標本分層/,/en/drug_concept/23-白朮補益脾土與標本分層/
materia-medica-024,materia-medica,20,20 甘草五臟六腑與不偏之性,20 Licorice: The Five Zang and Six Fu and Its Relatively Unbiased Nature,src/content/docs/drug_concept/24-甘草五臟六腑與不偏之性.md,src/content/docs/drug_concept/甘草五臟六腑與不偏之性.md,src/content/docs/en/drug_concept/24-甘草五臟六腑與不偏之性_英文.md,src/content/docs/en/drug_concept/甘草五臟六腑與不偏之性_英文.md,/drug_concept/24-甘草五臟六腑與不偏之性/,/en/drug_concept/24-甘草五臟六腑與不偏之性/
materia-medica-025,materia-medica,21,21 桂枝枝形通道與上下氣交通,21 Cinnamon Twig: Branch Morphology as a Channel for Communication of Qi Above and Below,src/content/docs/drug_concept/25-桂枝枝形通道與上下氣交通.md,src/content/docs/drug_concept/桂枝枝形通道與上下氣交通.md,src/content/docs/en/drug_concept/25-桂枝枝形通道與上下氣交通_英文.md,src/content/docs/en/drug_concept/桂枝枝形通道與上下氣交通_英文.md,/drug_concept/25-桂枝枝形通道與上下氣交通/,/en/drug_concept/25-桂枝枝形通道與上下氣交通/
materia-medica-026,materia-medica,22,22 黃芩陽明太陰與清熱範圍,"22 Scutellaria: Yangming, Taiyin, and the Scope of Heat Clearing",src/content/docs/drug_concept/26-黃芩陽明太陰與清熱範圍.md,src/content/docs/drug_concept/黃芩陽明太陰與清熱範圍.md,src/content/docs/en/drug_concept/26-黃芩陽明太陰與清熱範圍_英文.md,src/content/docs/en/drug_concept/黃芩陽明太陰與清熱範圍_英文.md,/drug_concept/26-黃芩陽明太陰與清熱範圍/,/en/drug_concept/26-黃芩陽明太陰與清熱範圍/
materia-medica-027,materia-medica,23,23 附子細辛與少陰太陽標本,23 Aconite and Asarum: Root-Branch Relations of Shaoyin and Taiyang,src/content/docs/drug_concept/27-附子細辛與少陰太陽標本.md,src/content/docs/drug_concept/附子細辛與少陰太陽標本.md,src/content/docs/en/drug_concept/27-附子細辛與少陰太陽標本_英文.md,src/content/docs/en/drug_concept/附子細辛與少陰太陽標本_英文.md,/drug_concept/27-附子細辛與少陰太陽標本/,/en/drug_concept/27-附子細辛與少陰太陽標本/
materia-medica-028,materia-medica,24,24 葛根杜仲與形態經脈推演,24 Kudzu and Eucommia: Derivation through Morphology and Channels,src/content/docs/drug_concept/28-葛根杜仲與形態經脈推演.md,src/content/docs/drug_concept/葛根杜仲與形態經脈推演.md,src/content/docs/en/drug_concept/28-葛根杜仲與形態經脈推演_英文.md,src/content/docs/en/drug_concept/葛根杜仲與形態經脈推演_英文.md,/drug_concept/28-葛根杜仲與形態經脈推演/,/en/drug_concept/28-葛根杜仲與形態經脈推演/
materia-medica-029,materia-medica,25,25 神農本草三百六十味的時空分佈,25 The Spacetime Distribution of the 360 Medicines of the Shennong Bencao Jing,src/content/docs/drug_concept/29-神農本草三百六十味的時空分佈.md,src/content/docs/drug_concept/神農本草三百六十味的時空分佈.md,src/content/docs/en/drug_concept/29-神農本草三百六十味的時空分佈_英文.md,src/content/docs/en/drug_concept/神農本草三百六十味的時空分佈_英文.md,/drug_concept/29-神農本草三百六十味的時空分佈/,/en/drug_concept/29-神農本草三百六十味的時空分佈/
